"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Si","S","Cl","K","Ca","Ti","V","Mn","Fe","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER44L","HER44L_2B_140",17.95,7115.26,6.7,1,18622,73884,1.54,205,73,23,641,3207,914,83,707,35874,95,56,192,222,411,2997,815,20279,6673
"HER44L","HER44L_2B_141",18,7150.18,6.71,1,19799,80364,1.83,206,71,49,763,4100,1424,45,813,39894,108,109,328,345,441,3253,905,20547,6417
"HER44L","HER44L_2B_142",18.05,7185.1,6.72,1,19680,78895,1.47,184,84,43,748,4084,924,71,610,38548,18,98,239,252,435,3573,904,20660,6611
"HER44L","HER44L_2B_143",18.1,7220.01,6.73,1,19379,78049,1.57,168,76,51,720,3553,1273,16,831,37670,20,83,201,384,415,3402,1245,20573,6636
"HER44L","HER44L_2B_144",18.15,7254.93,6.75,1,19404,78269,1.61,216,77,37,647,3232,1030,48,696,38831,80,28,171,324,438,3427,1310,20649,6666
"HER44L","HER44L_2B_145",18.2,7289.85,6.75,1,20859,86031,1.64,262,92,44,794,4175,1177,72,930,44393,58,115,214,375,432,3418,872,21049,6794
"HER44L","HER44L_2B_146",18.25,7324.76,6.76,1,19948,81377,1.66,229,82,28,923,4227,1274,59,669,40127,10,82,126,331,375,3057,1743,20605,6789
"HER44L","HER44L_2B_147",18.3,7359.68,6.77,1,20056,81243,1.6,266,91,56,823,3309,1348,14,775,40991,44,106,245,190,387,3156,949,20710,6869
"HER44L","HER44L_2B_148",18.35,7394.6,6.77,1,19507,75776,1.56,242,112,41,818,3686,949,47,642,35044,56,54,177,256,423,3386,825,21581,6752
"HER44L","HER44L_2B_149",18.4,7429.51,6.78,1,20483,84484,1.52,300,81,40,937,3728,1430,45,772,44035,73,166,216,287,425,3040,1104,20386,6344
"HER44L","HER44L_2B_150",18.45,7464.43,6.78,1,18762,80826,1.57,231,62,15,646,3585,1374,45,950,43398,24,81,187,251,310,2716,1147,18642,6175
"HER44L","HER44L_2B_151",18.5,7499.35,6.78,1,17795,69462,1.38,175,88,28,766,3073,932,18,581,32283,69,30,145,158,345,3287,1367,18925,6724
"HER44L","HER44L_2B_152",18.55,7534.26,6.78,1,18625,73911,1.71,263,86,27,920,3629,1258,51,630,34780,67,0,167,203,332,3462,969,19502,6396
"HER44L","HER44L_2B_153",18.6,7569.18,6.79,1,17204,63606,1.43,192,85,17,506,3463,651,40,533,26345,82,93,256,259,301,3019,1059,19687,6279
"HER44L","HER44L_2B_154",18.65,7604.1,6.8,1,19494,78467,1.53,230,122,45,714,3906,894,71,790,38650,125,47,209,350,296,3351,1259,20446,6544
"HER44L","HER44L_2B_155",18.7,7639.02,6.81,1,20094,78232,1.6,276,87,39,911,3487,2203,61,911,37227,137,70,96,343,310,2874,1164,20874,6809
"HER44L","HER44L_2B_156",18.75,7673.93,6.82,1,19917,77177,1.7,245,101,49,891,4109,1275,32,736,36325,167,130,319,191,396,3384,710,20784,6859
"HER44L","HER44L_2B_157",18.8,7708.85,6.84,1,18271,67864,1.57,206,64,37,924,3240,1007,26,530,29274,79,218,187,163,371,3218,1216,20337,6335
"HER44L","HER44L_2B_158",18.85,7743.77,6.85,1,18244,67378,1.53,194,105,44,497,2995,906,43,538,27972,140,116,90,192,472,3032,968,21618,6436
"HER44L","HER44L_2B_159",18.9,7778.68,6.85,1,18608,68812,1.34,207,79,70,795,3057,943,20,554,28844,34,55,133,237,486,3218,1149,21429,6626
"HER44L","HER44L_2B_160",18.95,7813.6,6.85,1,18917,71677,1.79,272,83,67,677,3600,867,53,571,32442,185,107,159,357,265,3040,968,20762,6322
"HER44L","HER44L_2B_161",19,7848.52,6.85,1,18643,74011,1.64,235,101,42,645,3275,762,41,613,35916,145,102,210,200,518,2793,1066,19796,6369
"HER44L","HER44L_2B_162",19.05,7883.43,6.85,1,18562,75416,1.58,244,79,34,670,3328,1017,47,682,37793,60,87,292,268,365,2711,1636,19298,6030
"HER44L","HER44L_2B_163",19.1,7918.35,6.86,1,17571,71765,1.57,166,78,14,606,2924,1871,30,720,34200,81,70,324,318,378,3012,1056,19157,6014
"HER44L","HER44L_2B_164",19.15,7953.27,6.86,1,19443,77882,1.54,180,69,60,609,3406,978,52,643,38430,57,109,213,177,562,3119,1180,20773,6344
"HER44L","HER44L_2B_165",19.2,7988.18,6.86,1,20784,85014,1.58,208,87,41,785,3773,1280,41,824,43696,72,67,231,297,455,2924,1421,21622,6592
"HER44L","HER44L_2B_166",19.25,8023.1,6.86,1,20641,86775,1.52,197,70,42,623,4014,1542,34,930,44423,42,57,243,417,374,2753,2052,21714,6572
"HER44L","HER44L_2B_167",19.3,8058.02,6.87,1,21762,91351,1.49,214,56,21,633,3754,1606,51,968,47706,92,53,220,358,373,2580,2585,22673,6622
"HER44L","HER44L_2B_168",19.35,8092.93,6.87,1,22466,93559,1.63,208,96,54,665,4178,1678,16,991,48806,80,85,184,412,426,2753,1631,23948,6586
"HER44L","HER44L_2B_169",19.4,8127.85,6.87,1,22523,91638,1.58,230,105,48,845,3775,1475,37,953,46239,49,64,207,619,335,2832,1440,24571,6820
"HER44L","HER44L_2B_170",19.45,8162.77,6.86,1,22058,86692,1.53,218,124,46,750,3335,1505,98,706,41463,53,19,121,657,194,2506,1266,25580,7050
"HER44L","HER44L_2B_171",19.5,8197.68,6.86,1,22246,88681,1.56,201,72,42,673,3717,1531,46,823,43030,96,167,186,531,285,2664,1184,25574,7199
"HER44L","HER44L_2B_172",19.55,8232.6,6.85,1,21852,83640,1.48,248,111,47,702,3423,1145,33,727,38055,70,116,177,495,353,2619,1798,26013,6929
"HER44L","HER44L_2B_173",19.6,8267.52,6.83,1,21301,80941,1.51,187,84,32,786,3246,975,61,754,36927,146,119,193,496,274,2532,1765,24790,6944
"HER44L","HER44L_2B_174",19.65,8302.44,6.83,1,21216,81012,1.49,235,113,60,601,3122,1266,35,708,38764,128,162,140,561,326,2377,585,24563,6419
"HER44L","HER44L_2B_175",19.7,8337.35,6.83,1,19783,75603,1.47,165,134,34,592,2408,826,75,529,35625,114,53,123,385,376,2015,980,24033,6593
"HER44L","HER44L_2B_176",19.75,8372.27,6.84,1,19981,73795,1.53,181,107,33,583,2246,1158,11,524,32475,73,46,134,513,369,2501,1108,24532,6483
"HER44L","HER44L_2B_177",19.8,8407.19,6.84,1,20488,74689,1.57,195,73,28,492,2704,841,56,462,32739,93,35,171,628,163,2408,985,25001,6835
"HER44L","HER44L_2B_178",19.85,8442.1,6.84,1,21345,82151,1.48,132,102,50,513,2550,1867,32,707,38162,80,79,104,710,241,2317,774,25873,7014
"HER44L","HER44L_2B_179",19.9,8477.02,6.84,1,21633,80374,1.45,170,102,78,568,2203,876,51,541,38137,86,75,123,812,345,2113,554,26216,6387
"HER44L","HER44L_2B_180",19.95,8511.94,6.85,1,21744,82310,1.33,133,128,45,471,2088,809,67,560,40652,93,197,194,597,323,2036,1194,25533,6634
"HER44L","HER44L_2B_181",20,8546.85,6.85,1,21226,77533,1.42,105,126,60,382,1701,682,46,373,37321,153,145,122,641,302,1965,636,25893,6207
"HER44L","HER44L_2B_182",20.05,8549.17,6.85,1,21023,78187,1.39,102,139,49,405,1738,721,71,395,38671,80,118,146,760,315,1865,630,25229,6227
"HER44L","HER44L_2B_183",20.1,8551.5,6.86,1,20358,73936,1.48,152,121,53,415,1576,681,86,370,33950,42,70,89,658,300,2079,597,25598,6444
"HER44L","HER44L_2B_184",20.15,8553.82,6.86,1,21815,86093,1.41,72,184,48,325,1453,718,104,405,46312,124,125,84,684,301,1844,765,25199,6632
"HER44L","HER44L_2B_185",20.2,8556.14,6.86,1,22647,91178,1.87,89,187,62,444,1768,713,90,465,50595,110,68,49,737,201,1974,419,25918,6371
"HER44L","HER44L_2B_186",20.25,8558.46,6.87,1,23049,92526,1.62,78,182,53,464,1778,1038,21,618,50428,50,208,134,706,318,2081,877,25936,6710
"HER44L","HER44L_2B_187",20.3,8560.78,6.87,1,24015,97821,1.61,107,153,63,496,2179,1188,62,719,54284,22,92,112,740,472,2288,583,26664,6735
"HER44L","HER44L_2B_188",20.35,8563.1,6.88,1,24045,94666,1.53,122,148,52,502,2001,1187,68,626,50144,25,172,196,678,373,2373,924,27444,6831
"HER44L","HER44L_2B_189",20.4,8565.42,6.88,1,24394,96229,1.55,79,157,53,539,2095,976,74,528,51203,86,160,125,832,524,2797,544,27770,6871
"HER44L","HER44L_2B_190",20.45,8567.74,6.88,1,24419,96485,1.47,58,134,20,470,2009,1080,41,581,51649,72,238,171,939,465,2151,609,28316,6703
"HER44L","HER44L_2B_191",20.5,8570.06,6.89,1,23626,90088,1.53,98,137,76,619,2181,866,63,538,45842,200,151,185,681,274,2204,604,27621,6784
"HER44L","HER44L_2B_192",20.55,8572.38,6.89,1,23802,90868,1.51,92,124,71,473,2330,913,72,653,45226,122,75,122,753,352,2482,487,28219,7195
"HER44L","HER44L_2B_193",20.6,8574.7,6.89,1,23629,88540,1.43,107,119,74,473,1994,811,70,428,42432,89,104,115,559,557,2695,913,28643,7260
"HER44L","HER44L_2B_194",20.65,8577.02,6.89,1,24527,95874,1.49,88,125,45,426,2189,1016,117,667,49629,68,181,159,747,437,2193,959,28832,6942
"HER44L","HER44L_2B_195",20.7,8579.35,6.89,1,23720,87980,1.67,91,122,74,618,2036,937,67,483,42040,38,157,70,775,487,2436,924,28698,7103
"HER44L","HER44L_2B_196",20.75,8581.67,6.89,1,24308,93840,1.52,97,130,47,502,2317,1020,41,514,46909,106,73,130,810,454,2324,640,29336,7227
"HER44L","HER44L_2B_197",20.8,8583.99,6.88,1,24172,92949,1.6,83,122,68,489,1899,843,99,516,46680,80,44,153,788,285,2305,694,29670,7133
"HER44L","HER44L_2B_198",20.85,8586.31,6.88,1,24715,95432,1.46,101,159,45,432,2103,930,79,548,48431,141,228,220,854,230,2157,1413,29575,7295
"HER44L","HER44L_2B_199",20.9,8588.63,6.88,1,24964,97675,1.64,88,141,53,577,2113,1024,102,585,50897,95,128,182,807,294,2397,586,29707,7107
"HER44L","HER44L_2B_200",20.95,8590.95,6.87,1,24793,96738,1.44,119,148,57,549,1959,1319,45,587,49569,93,127,143,933,428,2492,857,29496,7110
"HER44L","HER44L_2B_201",21,8593.27,6.86,1,24583,97068,1.62,109,147,89,585,2284,1104,91,667,50625,48,152,123,827,375,2424,748,28537,7208
"HER44L","HER44L_2B_202",21.05,8595.59,6.85,1,24624,96211,1.58,101,161,61,468,2309,1406,59,670,49341,99,210,185,799,349,2601,695,28432,7414
"HER44L","HER44L_2B_203",21.1,8597.91,6.85,1,24313,96472,1.51,98,148,65,580,2197,941,94,661,50703,114,198,193,839,278,2382,769,28048,7226
"HER44L","HER44L_2B_204",21.15,8600.23,6.85,1,23726,91095,1.63,118,169,49,616,2192,1080,63,497,46542,77,136,75,794,478,2452,614,27497,6756
"HER44L","HER44L_2B_205",21.2,8602.55,6.86,1,23509,90855,1.59,106,168,43,591,1974,1019,48,487,46653,84,114,165,836,493,2451,699,27077,6920
"HER44L","HER44L_2B_206",21.25,8604.87,6.85,1,22892,90808,1.48,148,196,45,439,1831,1277,105,632,47501,104,138,235,739,245,2083,722,26394,7068
"HER44L","HER44L_2B_207",21.3,8607.2,6.85,1,22721,86075,1.48,129,167,25,571,1899,745,64,483,42000,36,135,152,807,307,2311,737,27666,7198
"HER44L","HER44L_2B_208",21.35,8609.52,6.85,1,23390,88834,1.5,131,142,29,493,1880,807,75,482,43774,82,179,165,654,452,2391,684,28528,7118
"HER44L","HER44L_2B_209",21.4,8611.84,6.84,1,24645,96076,1.57,97,201,47,567,2131,837,113,467,49581,90,108,201,823,405,2216,778,29259,7038
"HER44L","HER44L_2B_210",21.45,8614.16,6.83,1,24014,94315,1.51,86,143,60,499,1853,1015,104,511,49156,81,163,186,1021,396,2074,700,28965,6800
"HER44L","HER44L_2B_211",21.5,8616.48,6.82,1,24942,101388,1.49,86,154,66,515,1808,1178,136,590,56803,28,159,231,855,299,2386,583,27832,6761
"HER44L","HER44L_2B_212",21.55,8618.8,6.82,1,23179,90670,1.68,98,171,51,529,2113,1024,123,530,48423,61,195,205,836,329,1931,615,26479,6399
"HER44L","HER44L_2B_213",21.6,8621.12,6.83,1,20948,75854,1.38,79,100,50,359,1710,681,48,420,34715,108,152,162,778,236,2002,873,26430,6570
"HER44L","HER44L_2B_214",21.65,8623.44,6.84,1,22238,83430,1.35,71,112,46,383,1615,805,84,381,41635,57,231,93,675,518,2170,558,26549,6869
"HER44L","HER44L_2B_215",21.7,8625.76,6.83,1,22051,82381,1.52,76,130,23,414,1899,734,67,449,40512,112,108,114,740,328,2546,695,26440,6715
"HER44L","HER44L_2B_216",21.75,8628.08,6.83,1,23625,92388,1.63,137,157,56,489,2256,842,96,580,48872,59,169,173,638,500,2355,919,26678,6771
"HER44L","HER44L_2B_217",21.8,8630.4,6.83,1,24611,99073,1.82,145,188,49,548,2173,1000,108,799,54372,58,226,224,645,407,2611,911,27172,6968
"HER44L","HER44L_2B_218",21.85,8632.72,6.84,1,24962,101613,1.44,110,148,73,601,2197,1165,115,816,57254,102,158,214,810,327,2309,727,26870,6658
"HER44L","HER44L_2B_219",21.9,8635.05,6.84,1,24340,101004,1.66,145,188,61,599,2464,1055,146,757,57613,102,135,229,558,436,2431,651,25999,6603
"HER44L","HER44L_2B_220",21.95,8637.37,6.85,1,23487,95465,1.78,165,181,62,659,2692,993,83,701,52992,122,85,105,505,451,2669,533,25405,6803
"HER44L","HER44L_2B_221",22,8639.69,6.85,1,24874,108407,1.67,144,176,72,624,2803,1722,118,948,65609,73,113,119,554,223,2596,596,24482,6815
"HER44L","HER44L_2B_222",22.05,8642.01,6.85,1,22018,87246,1.47,186,120,36,595,2655,773,42,615,45253,45,116,109,557,309,2793,658,24913,6858
"HER44L","HER44L_2B_223",22.1,8644.33,6.85,1,20936,77898,1.53,172,125,37,622,2249,612,46,411,36292,92,218,290,576,251,2321,542,25610,6738
"HER44L","HER44L_2B_224",22.15,8646.65,6.85,1,21365,81835,1.47,190,112,51,597,2384,649,50,436,39451,95,94,225,640,358,2627,554,25596,6918
"HER44L","HER44L_2B_225",22.2,8648.97,6.84,1,21339,81735,1.44,192,142,35,604,2483,878,24,465,40267,110,172,161,627,195,2476,651,24895,6722
"HER44L","HER44L_2B_226",22.25,8651.29,6.84,1,21151,82852,1.42,222,114,56,646,2779,829,62,655,40851,119,123,112,665,442,2390,743,24520,6673
"HER44L","HER44L_2B_227",22.3,8653.61,6.85,1,20050,75735,1.65,185,166,32,515,2027,1312,52,518,36299,18,122,209,448,255,2373,640,23525,6622
"HER44L","HER44L_2B_228",22.35,8655.93,6.85,1,20835,81036,1.58,201,139,39,621,2776,608,39,467,41521,210,98,167,400,318,2587,428,23538,6261
"HER44L","HER44L_2B_229",22.4,8658.25,6.85,1,20590,80128,1.49,200,135,35,694,2694,736,41,495,39533,115,171,64,561,349,2491,661,24065,6496
"HER44L","HER44L_2B_230",22.45,8660.57,6.85,1,20898,80426,1.59,148,125,34,464,2345,1130,68,434,38630,70,38,154,474,330,2462,706,25341,6955
"HER44L","HER44L_2B_231",22.5,8662.9,6.86,1,21806,79114,1.8,178,128,33,498,2161,691,28,440,36020,74,27,15,523,397,2719,900,26262,7227
"HER44L","HER44L_2B_232",22.55,8665.22,6.86,1,22546,85333,1.65,136,108,43,726,2445,838,49,460,40949,72,223,82,560,340,2616,683,27469,7014
"HER44L","HER44L_2B_233",22.6,8667.54,6.87,1,24307,97312,1.5,131,164,34,537,2606,813,91,566,51456,67,233,231,858,356,2640,557,28061,7301
"HER44L","HER44L_2B_234",22.65,8669.86,6.88,1,25052,103828,1.67,133,161,49,507,2085,784,57,557,59290,85,146,78,853,428,2461,541,28162,6713
"HER44L","HER44L_2B_235",22.7,8672.18,6.88,1,24552,98839,1.48,126,170,56,701,2504,746,96,537,54434,66,113,131,626,372,2339,691,27838,6840
"HER44L","HER44L_2B_236",22.75,8674.5,6.88,1,22947,88632,1.36,179,161,67,573,2862,897,44,572,45299,32,75,122,698,210,2418,787,26264,6842
"HER44L","HER44L_2B_237",22.8,8676.82,6.88,1,22913,88225,1.43,178,133,50,551,2714,790,81,605,43070,45,144,141,826,431,2570,512,27647,7018
"HER44L","HER44L_2B_238",22.85,8679.14,6.87,1,23048,87712,1.41,174,99,51,639,2839,809,55,644,42204,82,82,179,665,431,2689,666,27786,6847
"HER44L","HER44L_2B_239",22.9,8681.46,6.87,1,23362,89610,1.42,144,114,47,902,2855,830,76,651,43038,128,90,228,625,514,2714,870,28159,6905
"HER44L","HER44L_2B_240",22.95,8683.78,6.87,1,23817,93193,1.49,152,140,67,604,2336,966,86,697,48080,129,130,210,888,526,2282,765,27633,6754
"HER44L","HER44L_2B_241",23,8686.1,6.87,1,23605,91555,1.66,155,128,36,728,2304,1000,45,574,47748,83,164,208,739,296,2098,824,27276,6557
"HER44L","HER44L_2B_242",23.05,8688.42,6.87,1,24307,98754,1.43,74,146,53,475,2216,1174,119,719,55644,61,144,199,747,465,2661,801,25860,6764
"HER44L","HER44L_2B_243",23.1,8690.75,6.87,1,23505,94740,1.53,177,150,54,725,2253,1248,62,631,51591,74,86,121,560,295,2949,608,25346,7104
"HER44L","HER44L_2B_244",23.15,8693.07,6.87,1,22925,88898,1.68,125,139,56,786,2429,865,56,464,45592,99,150,93,632,418,2685,1264,25384,6792
"HER44L","HER44L_2B_245",23.2,8695.39,6.86,1,22208,85233,1.45,131,140,53,548,2112,755,36,480,43766,85,127,172,613,317,2589,517,25657,6406
"HER44L","HER44L_2B_246",23.25,8697.71,6.86,1,21488,81558,1.42,147,126,34,476,1905,731,43,413,40476,74,81,113,693,300,2510,791,25379,6711
"HER44L","HER44L_2B_247",23.3,8700.03,6.86,1,21681,85732,1.5,109,93,37,478,2221,811,95,433,44453,97,265,282,588,343,2617,515,24826,6488
"HER44L","HER44L_2B_248",23.35,8702.35,6.86,1,21255,79293,1.6,96,127,46,466,1881,702,64,372,38547,77,152,309,647,228,2419,645,24986,6712
"HER44L","HER44L_2B_249",23.4,8704.67,6.86,1,21564,83254,1.45,113,149,49,600,2059,773,65,462,41099,78,128,307,546,342,2499,850,25315,6862
"HER44L","HER44L_2B_250",23.45,8706.99,6.86,1,21406,81122,1.5,144,141,42,521,1887,749,43,433,39725,99,233,205,676,348,2306,663,25278,6730
"HER44L","HER44L_2B_251",23.5,8709.31,6.86,1,20178,74230,1.57,81,106,25,395,1811,654,57,378,34214,55,214,175,682,309,2112,593,25303,6703
"HER44L","HER44L_2B_252",23.55,8711.63,6.87,1,21898,83573,1.58,119,143,86,516,1846,734,57,464,40485,67,168,72,768,177,2485,711,26775,6991
"HER44L","HER44L_2B_253",23.6,8713.95,6.87,1,22517,86497,1.62,100,155,61,518,1709,915,75,492,44764,73,73,79,546,266,2009,521,26771,6693
"HER44L","HER44L_2B_254",23.65,8716.27,6.87,1,22108,84126,1.54,111,123,47,468,2005,808,72,480,40672,76,126,151,676,349,2204,887,27380,7022
"HER44L","HER44L_2B_255",23.7,8718.6,6.87,1,22188,82408,1.42,119,108,50,547,2105,747,74,402,39687,62,177,145,757,366,2086,722,27002,6700
"HER44L","HER44L_2B_256",23.75,8720.92,6.88,1,21805,80692,1.47,98,149,43,489,2249,820,89,416,36847,73,57,145,538,306,2453,1097,27124,6710
"HER44L","HER44L_2B_257",23.8,8723.24,6.89,1,21869,81380,1.45,87,105,45,387,1902,703,78,389,38425,112,121,270,689,472,2499,767,26961,6875
"HER44L","HER44L_2B_258",23.85,8725.56,6.9,1,21586,76389,1.6,110,106,48,532,1792,587,57,345,33312,111,184,117,731,387,2131,853,27333,6883
"HER44L","HER44L_2B_259",23.9,8727.88,6.9,1,22447,82442,1.5,137,130,61,593,1882,681,83,436,38266,88,149,131,989,364,2237,576,27707,7051
"HER44L","HER44L_2B_260",23.95,8730.2,6.9,1,22249,81549,1.37,75,146,52,637,1773,737,70,474,38976,119,112,79,748,316,2424,535,26697,6869
"HER44L","HER44L_2B_261",24,8732.52,6.9,1,21498,79430,1.36,86,140,48,475,1900,765,76,427,37526,112,144,163,585,271,2325,628,26077,6823
"HER44L","HER44L_2B_262",24.05,8733.69,6.9,1,21444,81811,1.47,146,154,48,485,2398,1065,39,535,40421,121,119,82,711,381,2160,639,24867,6606
"HER44L","HER44L_2B_263",24.1,8734.87,6.9,1,21288,82628,1.63,167,148,42,492,2268,1284,34,585,40984,106,199,137,887,303,2076,1566,24486,6149
"HER44L","HER44L_2B_264",24.15,8736.04,6.91,1,20445,75016,1.54,152,102,49,522,2195,715,33,484,34776,100,84,70,299,400,2417,707,24310,6852
"HER44L","HER44L_2B_265",24.2,8737.22,6.91,1,20782,77912,1.43,116,88,26,577,2178,903,4,483,37780,0,46,77,655,246,2547,610,24173,6848
"HER44L","HER44L_2B_266",24.25,8738.39,6.9,1,21700,83697,1.58,171,157,69,617,2429,769,56,557,42243,60,260,193,785,340,2525,483,24663,6696
"HER44L","HER44L_2B_267",24.3,8739.56,6.9,1,20057,73580,1.46,179,99,46,638,2544,590,42,401,33367,44,35,86,599,339,2832,463,23586,6530
"HER44L","HER44L_2B_268",24.35,8740.74,6.89,1,19552,69312,1.52,202,70,47,608,1994,869,14,347,29602,133,162,163,330,507,2364,528,23697,6811
"HER44L","HER44L_2B_269",24.4,8741.91,6.89,1,19968,72757,1.41,189,117,13,390,2356,937,49,403,33293,31,149,206,412,251,2847,557,23215,6577
"HER44L","HER44L_2B_270",24.45,8743.09,6.88,1,19415,74333,1.48,161,137,32,451,2237,962,74,455,36611,77,113,129,384,372,2389,587,22263,6175
"HER44L","HER44L_2B_271",24.5,8744.26,6.88,1,17783,64546,1.52,98,142,30,325,1536,482,67,250,28870,61,84,61,562,204,2152,440,22317,6123
"HER44L","HER44L_2B_272",24.55,8745.44,6.89,1,19055,68557,1.52,106,117,42,412,1802,658,19,298,29746,50,111,42,376,219,2387,615,24153,6442
"HER44L","HER44L_2B_273",24.6,8746.61,6.89,1,20520,76561,1.5,110,135,49,471,1904,942,40,351,36361,63,145,78,677,315,2176,439,25225,6559
"HER44L","HER44L_2B_274",24.65,8747.78,6.9,1,21275,78700,1.56,154,141,55,429,2351,685,63,336,36161,130,202,180,522,221,2550,522,26437,7022
"HER44L","HER44L_2B_275",24.7,8748.96,6.91,1,22153,85720,1.67,148,117,43,650,2404,696,72,565,42919,65,22,261,631,185,2364,651,26331,7114
"HER44L","HER44L_2B_276",24.75,8750.13,6.92,1,22664,87320,1.93,131,161,48,461,2409,711,98,598,43285,103,70,384,669,265,2182,644,27757,6966
"HER44L","HER44L_2B_277",24.8,8751.31,6.92,1,23143,90170,1.49,132,169,72,639,2112,961,55,464,45300,69,142,124,562,440,2327,708,28306,7060
"HER44L","HER44L_2B_278",24.85,8752.48,6.93,1,22860,85944,1.59,124,137,70,540,2040,978,40,429,41416,63,97,134,457,420,2273,672,27839,7422
"HER44L","HER44L_2B_279",24.9,8753.65,6.93,1,23393,86699,1.61,81,151,62,577,1840,748,86,403,41085,97,93,171,756,337,2370,822,29082,7260
"HER44L","HER44L_2B_280",24.95,8754.83,6.93,1,24261,91870,1.59,113,166,52,506,2079,766,53,516,46764,100,126,295,855,221,2187,678,28757,6972
"HER44L","HER44L_2B_281",25,8756,6.93,1,23691,88414,1.45,83,142,59,529,1935,773,87,452,43131,53,212,209,955,343,2173,900,28275,7202
"HER44L","HER44L_2B_282",25.05,8757.18,6.92,1,22855,86947,1.58,77,210,35,437,1823,847,52,442,44180,97,156,129,696,401,2080,597,27452,6556
"HER44L","HER44L_2B_283",25.1,8758.35,6.92,1,22603,84730,1.57,60,133,46,395,1600,797,53,529,41282,146,230,201,799,356,2322,822,27496,6593
"HER44L","HER44L_2B_284",25.15,8759.52,6.93,1,23631,92694,1.58,89,152,53,365,1541,1009,67,799,50215,68,191,118,682,327,2052,731,27198,6523
"HER44L","HER44L_2B_285",25.2,8760.7,6.92,1,22564,84060,1.5,113,161,58,453,1881,839,60,476,41431,85,79,77,611,265,1898,641,27160,7172
"HER44L","HER44L_2B_286",25.25,8761.87,6.92,1,22404,82234,1.64,102,123,43,391,1571,625,99,432,39813,102,191,188,706,430,2059,622,27179,6709
"HER44L","HER44L_2B_287",25.3,8763.05,6.91,1,23028,88696,1.56,102,167,60,399,1596,674,79,442,46108,164,159,91,641,290,2209,548,27131,7107
"HER44L","HER44L_2B_288",25.35,8764.22,6.91,1,23113,89766,1.56,110,142,43,481,1861,557,77,463,47218,56,92,116,787,360,2160,557,26802,6884
"HER44L","HER44L_2B_289",25.4,8765.39,6.92,1,23170,88922,1.51,85,159,51,405,1861,846,109,489,47279,97,36,155,721,217,2099,481,26577,6485
"HER44L","HER44L_2B_290",25.45,8766.57,6.92,1,22035,82563,1.48,97,124,36,483,1710,768,48,376,39909,97,180,158,723,250,2104,921,26991,6887
"HER44L","HER44L_2B_291",25.5,8767.74,6.92,1,22340,81897,1.58,97,130,45,428,1929,669,69,450,37710,99,195,127,718,302,2405,1182,27868,6714
"HER44L","HER44L_2B_292",25.55,8768.92,6.92,1,22905,84544,1.62,111,109,60,488,1943,789,45,383,40083,118,203,169,729,467,2124,629,28388,6922
"HER44L","HER44L_2B_293",25.6,8770.09,6.92,1,23588,87742,1.44,74,137,55,519,1887,891,76,518,43163,75,169,173,900,344,1992,788,28614,6926
"HER44L","HER44L_2B_294",25.65,8771.26,6.93,1,22957,83881,1.37,76,133,51,472,1798,824,74,476,41253,33,122,56,766,424,1920,521,27667,6772
"HER44L","HER44L_2B_295",25.7,8772.44,6.94,1,21937,80003,1.47,91,157,71,582,1752,974,95,436,37351,145,257,23,796,173,2293,804,26652,6911
"HER44L","HER44L_2B_296",25.75,8773.61,6.95,1,20633,72749,1.45,82,110,51,342,1400,618,28,374,31298,149,115,155,691,246,2188,706,26757,6784
"HER44L","HER44L_2B_297",25.8,8774.79,6.95,1,22191,77980,1.55,71,109,60,441,2064,758,73,440,34193,130,108,106,638,146,2682,620,28122,6923
"HER44L","HER44L_2B_298",25.85,8775.96,6.96,1,22449,79334,1.59,71,83,64,458,1936,885,24,443,35092,116,184,176,642,291,2235,888,28215,7013
"HER44L","HER44L_2B_299",25.9,8777.13,6.97,1,22526,80182,1.51,96,137,72,465,1732,755,38,437,35597,74,119,43,887,342,2017,595,29075,6954
"HER44L","HER44L_2B_300",25.95,8778.31,6.97,1,21932,78084,1.43,106,122,54,422,1857,704,56,360,33175,181,169,82,804,216,2401,1006,28634,6894
"HER44L","HER44L_2B_301",26,8779.48,6.97,1,22703,81189,1.47,96,104,54,609,1507,878,43,364,35753,123,141,108,978,380,2050,774,29212,7098
"HER44L","HER44L_2B_302",26.05,8780.66,6.97,1,22637,83163,1.68,79,131,45,362,1650,757,91,395,39322,99,250,146,991,227,2222,555,28505,6801
"HER44L","HER44L_2B_303",26.1,8781.83,6.97,1,22578,80825,1.57,64,96,53,426,1735,759,83,485,36673,163,182,163,1014,230,2154,595,28478,6874
"HER44L","HER44L_2B_304",26.15,8783.01,6.98,1,22068,77724,1.42,72,115,49,396,1503,621,35,407,32720,155,106,274,865,443,2333,582,28943,7175
"HER44L","HER44L_2B_305",26.2,8784.18,6.98,1,22842,82142,1.54,72,101,18,352,1599,831,39,469,35992,136,164,200,903,311,2499,693,29538,7475
"HER44L","HER44L_2B_306",26.25,8785.35,6.98,1,23445,82737,1.59,76,111,54,440,1592,738,48,391,36073,127,202,150,841,434,2349,735,30268,7360
"HER44L","HER44L_2B_307",26.3,8786.53,6.98,1,24401,89730,1.53,88,126,46,635,1800,1094,46,598,42229,131,220,140,1027,457,2241,783,30266,7193
