"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Ni","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER24L","HER24L_3B_337",64.6,8874.7,7.24,1,35767,76623,1.34,101,35,503,38,0,1461,222,3235,0,593,1195,59302,8984
"HER24L","HER24L_3B_338",64.7,8880.33,7.24,1,35653,75701,1.27,95,13,534,34,6,901,168,3093,0,611,1495,59196,8901
"HER24L","HER24L_3B_339",64.8,8885.96,7.25,1,35714,76995,1.54,118,26,531,31,35,888,184,3200,123,636,1413,59396,9145
"HER24L","HER24L_3B_340",64.9,8891.59,7.25,1,35468,74900,1.33,84,22,499,26,0,1102,246,3189,0,632,1289,58436,8771
"HER24L","HER24L_3B_341",65,8897.22,7.26,1,35341,74915,1.52,74,6,438,40,6,965,231,2947,0,693,1193,58403,8836
"HER24L","HER24L_3B_342",65.1,8901.08,7.27,1,35563,76420,1.29,76,16,456,83,0,941,180,2971,232,823,1560,59247,9107
"HER24L","HER24L_3B_343",65.2,8904.95,7.27,1,35706,75514,1.45,78,16,542,46,0,731,226,3065,13,740,1367,58870,8926
"HER24L","HER24L_3B_344",65.3,8908.81,7.29,1,35545,75036,1.54,91,28,497,22,19,540,164,3073,0,769,1487,58776,8857
"HER24L","HER24L_3B_345",65.4,8912.68,7.29,1,35643,76057,1.34,86,35,531,10,0,1245,209,3183,0,689,1311,59165,8726
"HER24L","HER24L_3B_346",65.5,8916.55,7.29,1,35340,75506,1.37,100,15,463,33,7,1831,255,2996,0,570,1250,58516,8566
"HER24L","HER24L_3B_347",65.6,8920.41,7.3,1,35681,77410,1.56,88,30,463,15,7,2572,214,3028,24,677,1117,59568,9062
"HER24L","HER24L_3B_348",65.7,8924.28,7.3,1,35771,76960,1.45,107,29,484,34,0,2026,270,3256,0,585,1298,58926,9095
"HER24L","HER24L_3B_349",65.8,8928.15,7.3,1,35425,75084,1.34,88,8,536,25,0,1388,126,2953,50,744,1384,58548,8552
"HER24L","HER24L_3B_350",65.9,8932.01,7.31,1,35146,75396,1.31,89,12,510,4,0,745,218,3193,60,602,1346,58782,8882
"HER24L","HER24L_3B_351",66,8935.88,7.31,1,35262,75382,1.5,91,31,506,36,23,627,216,3281,0,433,1427,59080,8985
"HER24L","HER24L_3B_352",66.1,8939.74,7.3,1,35207,74186,1.38,60,30,459,11,7,583,198,2945,113,739,1519,58202,8790
"HER24L","HER24L_3B_353",66.2,8943.61,7.29,1,35350,75630,1.5,99,0,517,26,0,540,195,3073,0,648,1556,59567,8737
"HER24L","HER24L_3B_354",66.3,8947.48,7.28,1,35422,75450,1.31,85,18,498,38,14,283,195,3117,21,633,1305,59254,8936
"HER24L","HER24L_3B_355",66.4,8951.34,7.26,1,35586,75988,1.56,103,23,483,60,22,316,220,3161,0,732,1607,59595,9008
"HER24L","HER24L_3B_356",66.5,8955.21,7.25,1,35610,74983,1.33,85,37,509,23,0,390,158,3170,0,642,1421,58990,8894
"HER24L","HER24L_3B_357",66.6,8959.08,7.25,1,35649,76013,1.5,86,15,592,21,0,521,178,3138,0,781,1432,59668,8831
"HER24L","HER24L_3B_358",66.7,8962.94,7.24,1,35925,77145,1.31,108,28,507,41,13,873,198,3103,0,773,1654,59548,9250
"HER24L","HER24L_3B_359",66.8,8966.81,7.24,1,35907,76242,1.26,79,30,514,17,0,1032,204,3258,0,734,1457,59402,8860
"HER24L","HER24L_3B_360",66.9,8970.67,7.23,1,35693,74835,1.4,96,48,521,32,14,1192,221,3044,0,682,1233,58823,8483
"HER24L","HER24L_3B_361",67,8974.54,7.23,1,35791,74953,1.49,95,49,564,8,0,795,214,3116,25,698,1128,58722,9024
"HER24L","HER24L_3B_362",67.1,8978.41,7.22,1,35647,75827,1.33,93,24,570,25,0,410,236,3031,0,614,1407,59678,8887
"HER24L","HER24L_3B_363",67.2,8982.27,7.22,1,35516,75787,1.46,91,23,543,35,5,627,215,3130,0,782,1472,59320,8735
"HER24L","HER24L_3B_364",67.3,8986.14,7.21,1,35408,74543,1.41,93,17,541,24,0,401,149,3192,0,712,1425,58767,8619
"HER24L","HER24L_3B_365",67.4,8990.01,7.21,1,35641,75406,1.42,74,19,456,30,0,417,208,3268,98,603,1274,59291,8815
"HER24L","HER24L_3B_366",67.5,8993.87,7.21,1,35716,75632,1.34,89,14,515,28,0,380,208,3150,0,576,1399,59679,8984
"HER24L","HER24L_3B_367",67.6,8997.74,7.21,1,35672,75700,1.42,96,16,536,4,0,577,233,3028,0,662,1311,59201,9369
"HER24L","HER24L_3B_368",67.7,9001.6,7.21,1,35645,75353,1.54,106,19,545,27,0,595,211,3016,0,647,1434,59145,8929
"HER24L","HER24L_3B_369",67.8,9005.47,7.21,1,35616,75157,1.27,83,20,523,34,0,734,170,3179,99,652,1269,59033,8811
"HER24L","HER24L_3B_370",67.9,9009.34,7.22,1,35649,75102,1.27,85,11,484,24,12,583,212,3013,0,638,1282,59195,8792
"HER24L","HER24L_3B_371",68,9013.2,7.22,1,35630,75084,1.5,68,0,522,50,0,281,103,3060,0,720,1357,59271,8942
"HER24L","HER24L_3B_372",68.1,9017.07,7.22,1,35557,73989,1.41,86,30,577,26,0,201,180,2955,0,770,1170,58444,8907
"HER24L","HER24L_3B_373",68.2,9020.94,7.22,1,35423,74693,1.7,94,24,575,16,26,198,165,3144,0,657,1334,59212,8770
"HER24L","HER24L_3B_374",68.3,9024.8,7.2,1,35501,74578,1.62,121,23,517,25,16,203,204,2782,0,590,1215,59179,8906
"HER24L","HER24L_3B_375",68.4,9028.67,7.19,1,35623,74919,1.32,96,24,520,42,0,814,182,2894,0,391,1282,59137,8730
"HER24L","HER24L_3B_376",68.5,9032.53,7.19,1,35646,76434,1.27,84,33,437,24,0,1659,222,2954,0,658,1193,59403,9001
"HER24L","HER24L_3B_377",68.6,9036.4,7.19,1,35789,76628,1.34,99,17,401,13,19,1638,241,3023,103,523,1392,59782,8593
"HER24L","HER24L_3B_378",68.7,9040.27,7.19,1,35769,76662,1.68,80,24,517,74,17,947,204,3093,71,648,1407,59844,8734
"HER24L","HER24L_3B_379",68.8,9044.13,7.21,1,35357,76186,1.29,88,28,491,41,0,604,218,3297,70,695,1245,59214,9003
"HER24L","HER24L_3B_380",68.9,9048,7.21,1,35781,75467,1.37,95,33,407,39,0,1193,171,3249,24,561,1369,58872,8756
"HER24L","HER24L_3B_381",69,9051.87,7.21,1,35576,76323,1.43,87,15,398,10,7,1437,203,3292,0,605,1383,59179,8910
"HER24L","HER24L_3B_382",69.1,9055.73,7.21,1,36023,77036,1.49,97,24,470,9,4,1339,243,3166,0,641,1242,59639,8997
"HER24L","HER24L_3B_383",69.2,9059.6,7.21,1,35973,77120,1.27,104,5,469,17,16,1114,144,3014,0,525,1433,60171,9103
"HER24L","HER24L_3B_384",69.3,9063.46,7.21,1,35740,76664,1.47,110,13,559,6,0,1868,205,3013,143,827,1474,58805,8740
"HER24L","HER24L_3B_385",69.4,9067.33,7.2,1,35679,75066,1.29,66,47,536,49,5,1053,218,2951,0,519,1274,59043,8788
"HER24L","HER24L_3B_386",69.5,9071.2,7.19,1,35548,75222,1.4,118,29,550,22,0,536,205,3010,0,590,1294,59212,8844
"HER24L","HER24L_3B_387",69.6,9075.06,7.19,1,35452,73723,1.32,71,17,526,18,20,546,179,2968,0,588,1429,58141,8635
"HER24L","HER24L_3B_388",69.7,9078.93,7.18,1,35468,75539,1.43,85,15,441,38,27,1178,168,2948,0,692,1365,59094,8846
"HER24L","HER24L_3B_389",69.8,9082.8,7.18,1,35855,77017,1.6,97,6,440,41,43,2597,192,2966,0,486,1182,59541,8742
"HER24L","HER24L_3B_390",69.9,9086.66,7.18,1,36221,77123,1.76,83,31,498,14,13,1797,164,3265,0,636,1147,59737,9016
"HER24L","HER24L_3B_391",70,9090.53,7.18,1,36719,79272,1.51,109,27,525,0,0,3134,227,3394,0,536,1052,59969,9120
"HER24L","HER24L_3B_392",70.1,9092.48,7.19,1,36348,77887,1.32,136,30,526,22,10,2649,224,3243,19,563,1128,59847,8765
"HER24L","HER24L_3B_393",70.2,9094.43,7.19,1,36455,77796,1.55,130,42,555,0,40,1925,184,3381,0,692,1357,60345,8689
"HER24L","HER24L_3B_394",70.3,9096.37,7.18,1,36366,77396,1.58,96,17,529,25,11,1539,223,3399,129,490,1424,59854,8938
"HER24L","HER24L_3B_395",70.4,9098.32,7.17,1,36447,77423,1.47,108,27,556,9,43,855,156,3401,81,594,1093,60376,9157
"HER24L","HER24L_3B_396",70.5,9100.27,7.15,1,36455,76787,1.42,114,18,579,0,0,643,218,3472,34,631,1371,60048,8996
"HER24L","HER24L_3B_397",70.6,9102.22,7.14,1,36088,77250,1.33,88,22,519,38,0,599,249,3520,0,629,1452,60296,9033
"HER24L","HER24L_3B_398",70.7,9104.17,7.13,1,36024,76732,1.51,109,23,462,33,5,1153,205,3782,0,508,1130,59997,8834
"HER24L","HER24L_3B_399",70.8,9106.12,7.1,1,36735,78381,1.23,102,14,381,12,0,1649,214,4014,0,495,1108,60480,9030
"HER24L","HER24L_3B_400",70.9,9108.07,7.08,1,37029,79218,1.31,113,21,487,32,12,1546,225,3815,0,647,1262,61007,9335
"HER24L","HER24L_3B_401",71,9110.01,7.06,1,37385,80374,1.47,100,29,451,55,16,2064,161,4096,0,692,1386,61345,9339
"HER24L","HER24L_3B_402",71.1,9111.96,7.05,1,36922,79043,1.53,110,0,376,20,22,2443,231,3677,0,606,1276,60471,9104
"HER24L","HER24L_3B_403",71.2,9113.91,7.03,1,36946,78825,1.45,102,34,442,6,0,1858,225,4006,0,692,1297,60192,9091
"HER24L","HER24L_3B_404",71.3,9115.86,7.03,1,36359,77052,1.38,81,20,495,37,0,1427,304,3798,0,483,1352,59528,8839
"HER24L","HER24L_3B_405",71.4,9117.81,7.01,1,36451,78321,1.61,91,47,462,30,14,2017,162,4103,0,604,1209,59969,8949
"HER24L","HER24L_3B_406",71.5,9119.76,6.99,1,36265,77163,1.53,100,32,493,51,0,1057,152,4043,0,557,1170,59844,8998
"HER24L","HER24L_3B_407",71.6,9121.71,6.99,1,35923,76790,1.49,85,38,437,41,0,1481,209,4094,0,616,1188,59044,8821
"HER24L","HER24L_3B_408",71.7,9123.65,6.99,1,36438,77393,1.35,96,18,462,14,41,1048,236,4233,109,613,1262,59548,8934
"HER24L","HER24L_3B_409",71.8,9125.6,6.99,1,36256,77509,1.56,47,21,437,27,0,1220,307,4242,0,486,1333,59900,9007
"HER24L","HER24L_3B_410",71.9,9127.55,7,1,36186,77288,1.42,79,18,440,13,0,1094,145,4256,0,582,1505,59496,9296
"HER24L","HER24L_3B_411",72,9129.5,7.01,1,36608,76986,1.46,88,21,530,34,6,1122,227,4184,0,527,1384,59580,8760
"HER24L","HER24L_3B_412",72.1,9131.45,7.03,1,36328,76728,1.27,102,0,494,20,15,2070,115,4064,0,419,1311,58544,8876
"HER24L","HER24L_3B_413",72.2,9133.4,7.05,1,36188,78034,1.36,92,28,521,9,6,2123,160,3927,98,628,1280,59042,9019
"HER24L","HER24L_3B_414",72.3,9135.35,7.07,1,35680,76237,1.34,94,21,440,10,0,1025,169,3757,0,633,1420,58958,8887
"HER24L","HER24L_3B_415",72.4,9137.3,7.09,1,35563,75404,1.43,50,19,399,27,17,642,185,3821,10,580,1286,58865,8828
"HER24L","HER24L_3B_416",72.5,9139.24,7.1,1,35667,76119,1.58,102,33,439,50,27,482,151,3875,12,680,1417,59669,8799
"HER24L","HER24L_3B_417",72.6,9141.19,7.12,1,35940,77067,1.46,76,17,420,24,18,568,214,4216,0,581,1214,59967,8898
"HER24L","HER24L_3B_418",72.7,9143.14,7.15,1,36495,77301,1.48,109,20,527,39,15,555,140,4084,89,714,1154,59827,9179
"HER24L","HER24L_3B_419",72.8,9145.09,7.17,1,36555,77255,1.41,95,24,513,55,7,348,243,4373,0,684,1309,59764,9187
"HER24L","HER24L_3B_420",72.9,9147.04,7.19,1,36212,76605,1.34,81,0,494,36,21,352,226,4090,74,503,1321,59922,8854
"HER24L","HER24L_3B_421",73,9148.99,7.21,1,36268,77220,1.5,111,33,492,11,0,402,155,4331,91,421,1358,60303,8722
