"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","S","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Mo_inc","Mo_coh"
"HER34L","HER34L_1A_347",45.6,2700.99,7.4,1,34081.5625,93379,1.64,69,26,547,174,81,28256,312,100,92,5,4979,166,975,1044,47305,8423
"HER34L","HER34L_1A_348",45.7,2708.36,7.4,1,34005.39453,85470,1.42,61,55,633,172,79,17802,116,165,136,54,5548,185,1154,1090,49416,8315
"HER34L","HER34L_1A_349",45.8,2715.73,7.4,1,34430.08594,86490,1.45,106,56,595,169,101,16772,126,166,140,30,5521,0,1232,1323,50785,8521
"HER34L","HER34L_1A_350",45.9,2723.1,7.4,1,34519.69141,83637,1.46,91,79,522,148,66,13028,37,130,118,49,5808,8,1163,1142,52043,8538
"HER34L","HER34L_1A_351",46,2730.47,7.39,1,34664.0625,83135,1.31,67,71,583,190,145,13020,71,167,0,84,5169,38,969,1351,51840,8482
"HER34L","HER34L_1A_352",46.1,2737.84,7.39,1,33932.64844,81533,1.43,63,40,538,166,57,13625,81,106,116,0,4976,122,694,891,50938,8480
"HER34L","HER34L_1A_353",46.2,2745.21,7.41,1,35093.77344,89448,1.25,54,70,601,160,49,19509,164,219,192,99,5374,136,881,1053,51901,8581
"HER34L","HER34L_1A_354",46.3,2752.58,7.42,1,34963.51563,87519,1.47,86,55,542,173,87,17600,83,157,120,55,5797,0,857,1118,51656,8339
"HER34L","HER34L_1A_355",46.4,2759.95,7.41,1,34693.31641,83109,1.44,45,59,567,257,88,12479,0,162,108,6,5964,33,943,1300,51954,8561
"HER34L","HER34L_1A_356",46.5,2767.32,7.4,1,34170.48438,82700,1.44,101,36,532,175,72,13478,111,191,87,0,5403,26,836,1297,50989,8439
"HER34L","HER34L_1A_357",46.6,2774.68,7.4,1,33836.93359,80587,1.55,82,66,581,305,72,10961,80,125,156,19,5417,102,985,1093,51570,8368
"HER34L","HER34L_1A_358",46.7,2782.05,7.39,1,34186.8125,79597,1.49,101,61,526,156,70,9117,54,136,0,0,5848,130,1143,1152,52124,8508
"HER34L","HER34L_1A_359",46.8,2789.42,7.39,1,34245.78516,79825,1.37,64,60,565,189,29,9388,25,184,61,80,6014,69,1067,1085,51802,8492
"HER34L","HER34L_1A_360",46.9,2796.79,7.4,1,33979.83203,79967,1.28,88,19,580,201,80,10220,78,213,138,155,5983,97,924,1087,51076,8146
"HER34L","HER34L_1A_361",47,2804.16,7.4,1,33593.36328,79900,1.38,41,55,650,182,103,10359,79,111,105,41,5951,233,1082,1177,50671,8364
"HER34L","HER34L_1A_362",47.1,2811.53,7.41,1,33209.69141,81475,1.31,85,68,598,217,85,15187,0,234,100,20,5641,200,741,998,48616,8039
"HER34L","HER34L_1A_363",47.2,2818.9,7.4,1,34622.03906,97357,1.51,86,69,574,236,104,31335,96,149,95,0,5668,181,952,1033,48257,7904
"HER34L","HER34L_1A_364",47.3,2826.27,7.4,1,34135.88281,88028,1.46,86,27,543,151,135,20295,99,125,123,40,6181,16,1143,1015,49251,8259
"HER34L","HER34L_1A_365",47.4,2833.64,7.41,1,33487.83594,82531,1.3,98,69,517,167,91,15484,35,162,51,34,5848,82,967,893,49144,8140
"HER34L","HER34L_1A_366",47.5,2841.01,7.41,1,33228.12891,78011,1.32,89,64,560,165,87,10026,10,142,162,20,6008,86,1055,829,49926,8500
"HER34L","HER34L_1A_367",47.6,2848.38,7.42,1,33460.44141,81543,1.35,85,62,471,131,62,13079,36,163,0,29,6062,0,1093,1109,50220,8062
"HER34L","HER34L_1A_368",47.7,2855.75,7.43,1,33738.41406,84415,1.35,105,51,617,216,111,15587,100,252,72,83,5862,133,945,1126,49635,8622
"HER34L","HER34L_1A_369",47.8,2863.12,7.43,1,34582.98828,89058,1.5,63,85,599,157,101,19253,108,216,34,70,5898,11,1356,1298,50693,8312
"HER34L","HER34L_1A_370",47.9,2870.49,7.44,1,34651.16016,86755,1.45,104,54,572,182,131,17165,103,206,103,74,6046,116,1250,909,51148,8148
"HER34L","HER34L_1A_371",48,2877.86,7.44,1,34807.89063,91909,1.45,93,48,502,185,98,23289,163,165,75,62,6025,165,1022,1123,49847,8525
"HER34L","HER34L_1A_372",48.1,2885.23,7.43,1,34770.47656,90227,1.43,149,63,701,224,135,20521,69,142,111,69,5993,22,1260,1091,50405,8612
"HER34L","HER34L_1A_373",48.2,2892.6,7.43,1,34725.15625,91027,1.49,121,139,727,289,165,20678,0,166,34,0,6132,86,1121,1049,50935,8527
"HER34L","HER34L_1A_374",48.3,2899.97,7.43,1,34282.59375,84654,1.3,107,116,733,258,144,15366,0,196,33,142,6161,191,1019,1358,50000,8386
"HER34L","HER34L_1A_375",48.4,2907.33,7.42,1,33232.46875,80066,1.35,72,85,776,332,162,11239,113,131,72,55,5924,79,1399,1142,49204,8501
"HER34L","HER34L_1A_376",48.5,2914.7,7.42,1,32844.70313,78283,1.58,74,76,783,264,110,9888,59,188,79,0,5814,0,1365,1316,49015,8596
"HER34L","HER34L_1A_377",48.6,2922.07,7.42,1,33277.82031,81159,1.42,67,98,774,209,95,13560,101,182,77,40,5483,100,1454,1162,48699,8547
"HER34L","HER34L_1A_378",48.7,2929.44,7.41,1,33887.51563,87675,1.43,94,107,592,281,131,19761,26,139,46,120,6054,151,1159,874,48963,8541
"HER34L","HER34L_1A_379",48.8,2936.81,7.41,1,33860.01172,84544,1.45,47,97,803,369,173,15472,29,182,48,0,6320,174,1163,1085,49355,8319
"HER34L","HER34L_1A_380",48.9,2944.18,7.4,1,33314.04688,82259,1.42,77,116,863,373,172,12728,145,224,67,134,6337,0,1261,1224,49545,8463
"HER34L","HER34L_1A_381",49,2951.55,7.4,1,33622.43359,88438,1.39,86,137,770,357,171,21806,133,132,32,18,5759,248,1350,812,47816,8228
"HER34L","HER34L_1A_382",49.1,2958.92,7.38,1,33527.42969,89243,1.36,84,108,787,353,163,22609,305,103,94,29,5924,88,1118,1008,47048,8821
"HER34L","HER34L_1A_383",49.2,2966.29,7.38,1,33178.28906,84987,1.49,65,109,721,313,155,16994,109,172,87,0,6196,69,1375,1088,48262,8592
"HER34L","HER34L_1A_384",49.3,2973.66,7.37,1,33028.48438,83876,1.54,79,75,708,314,184,16471,89,177,134,0,5880,225,1157,1152,48170,8748
"HER34L","HER34L_1A_385",49.4,2981.03,7.37,1,33104.16016,85418,1.55,55,98,671,337,137,19369,174,178,108,78,5930,196,1306,1020,47020,8171
"HER34L","HER34L_1A_386",49.5,2988.4,7.37,1,32918.57031,85319,1.58,80,115,709,363,192,18270,88,184,76,64,5713,157,1322,1048,47548,8797
"HER34L","HER34L_1A_387",49.6,2995.77,7.37,1,32831.5625,85005,1.37,70,110,712,466,250,17389,77,133,51,61,5797,141,1171,1231,47830,8711
"HER34L","HER34L_1A_388",49.7,3003.14,7.36,1,32789.85938,82122,1.34,82,140,753,256,135,14119,0,184,7,0,5881,167,1650,1076,48216,8534
"HER34L","HER34L_1A_389",49.8,3010.51,7.37,1,32674.72266,80204,1.31,63,114,793,358,138,12175,56,219,45,44,6096,277,1483,1159,47858,8777
"HER34L","HER34L_1A_390",49.9,3017.88,7.36,1,32378.68945,79874,1.4,55,86,678,259,173,12638,58,128,77,106,6028,215,1597,1066,47702,8348
"HER34L","HER34L_1A_391",50,3025.25,7.37,1,32414.27539,82194,1.34,68,111,799,336,191,16728,35,169,91,18,5616,64,1555,995,46632,8246
"HER34L","HER34L_1A_392",50.1,3041.36,7.37,1,32153.11133,84152,1.3,66,51,757,489,162,18305,120,172,84,0,5726,142,1480,1361,46042,8327
"HER34L","HER34L_1A_393",50.2,3057.47,7.37,1,32376.96875,84781,1.36,99,103,794,291,207,19892,34,137,95,92,5488,218,1603,1162,45295,8582
"HER34L","HER34L_1A_394",50.3,3073.59,7.37,1,33523.25391,95091,1.59,71,116,999,341,307,29521,0,183,108,93,5625,250,1553,1067,45892,8319
"HER34L","HER34L_1A_395",50.4,3089.7,7.37,1,33140.64453,89950,1.51,66,79,763,246,210,24024,0,183,117,87,5375,127,1796,1001,46684,8462
"HER34L","HER34L_1A_396",50.5,3105.81,7.36,1,33982.64453,92183,1.5,68,113,753,329,143,23964,105,156,75,42,6233,244,1311,980,48116,8565
"HER34L","HER34L_1A_397",50.6,3121.93,7.36,1,33469.875,88071,1.42,69,108,787,428,133,20723,153,173,47,49,6026,92,1417,974,47380,8780
"HER34L","HER34L_1A_398",50.7,3138.04,7.35,1,33079.44531,86092,1.49,81,126,789,390,183,20082,59,192,89,39,5872,155,1551,1042,46224,8434
"HER34L","HER34L_1A_399",50.8,3154.15,7.34,1,32911.02734,90156,1.49,107,75,751,407,209,25932,140,177,71,43,5586,150,1421,1128,45272,8160
"HER34L","HER34L_1A_400",50.9,3170.27,7.34,1,32108.08008,85091,1.27,96,153,860,410,290,21749,33,189,12,42,5236,59,1456,860,44685,8180
"HER34L","HER34L_1A_401",51,3186.38,7.33,1,32200.48242,87841,1.51,77,187,833,492,272,23915,47,120,68,62,5471,173,1672,741,44808,8319
"HER34L","HER34L_1A_402",51.1,3202.5,7.32,1,31950.19141,84964,1.39,106,140,747,397,197,21022,165,108,76,68,5496,206,1494,1080,44799,8365
"HER34L","HER34L_1A_403",51.2,3218.61,7.32,1,31380.19531,81579,1.3,96,133,865,396,184,18694,163,187,111,129,5309,260,1635,950,43798,8141
"HER34L","HER34L_1A_404",51.3,3234.72,7.32,1,31537.60156,83408,1.44,57,108,878,352,187,19674,217,147,104,92,5478,101,1873,994,43996,8277
"HER34L","HER34L_1A_405",51.4,3250.84,7.32,1,31997.69141,85809,1.46,92,130,790,465,190,21630,192,197,123,16,5301,178,1728,1251,44230,8119
"HER34L","HER34L_1A_406",51.5,3266.95,7.33,1,32233.58203,89059,1.37,72,221,922,480,235,25840,66,178,119,47,5139,253,2104,957,43480,8399
"HER34L","HER34L_1A_407",51.6,3283.06,7.32,1,32596.76172,91227,1.52,81,147,931,533,197,27589,115,134,116,168,5334,184,1747,921,44155,8043
"HER34L","HER34L_1A_408",51.7,3299.18,7.32,1,33254.44531,97665,1.58,103,173,953,468,208,34470,111,132,67,0,5566,222,1546,963,44045,8058
"HER34L","HER34L_1A_409",51.8,3315.29,7.32,1,33415.67188,95910,1.39,115,194,950,531,270,31306,0,115,147,85,5817,181,1795,902,44530,8122
"HER34L","HER34L_1A_410",51.9,3331.4,7.31,1,32060.65625,85505,1.49,75,199,1009,602,269,20044,182,201,95,161,5827,224,1685,1143,44515,8528
"HER34L","HER34L_1A_411",52,3347.52,7.29,1,32353.16602,90557,1.39,86,181,846,519,212,25902,195,147,86,40,5086,260,1902,1028,44561,8397
"HER34L","HER34L_1A_412",52.1,3363.63,7.27,1,32757.25586,92555,1.53,71,197,1156,595,334,28497,25,164,68,59,5468,311,1616,1292,43901,8270
"HER34L","HER34L_1A_413",52.2,3379.75,7.26,1,32591.60352,96598,1.6,132,205,897,614,270,34777,13,107,98,100,5132,284,1461,1192,42846,7935
"HER34L","HER34L_1A_414",52.3,3395.86,7.25,1,32435.36133,98202,1.59,79,222,1057,800,351,36471,62,146,0,27,4846,258,1856,892,42241,8135
"HER34L","HER34L_1A_415",52.4,3411.97,7.24,1,32495.38672,99317,1.59,110,207,1066,724,338,37965,75,145,64,0,4982,197,1930,1115,41775,7938
"HER34L","HER34L_1A_416",52.5,3428.09,7.23,1,32117.59375,96326,1.49,90,197,1205,609,288,33103,160,137,121,88,4718,198,2068,1022,42653,8511
"HER34L","HER34L_1A_417",52.6,3444.2,7.22,1,32628.66016,94807,1.53,114,177,939,597,304,31745,104,154,104,12,5297,93,1599,1163,43149,8298
"HER34L","HER34L_1A_418",52.7,3460.31,7.22,1,33030.55859,94777,1.62,86,197,1052,547,279,31052,88,114,133,70,5316,196,1701,959,44002,8423
"HER34L","HER34L_1A_419",52.8,3476.43,7.21,1,32947.07031,92618,1.43,86,197,911,758,248,27577,105,105,116,96,5540,363,1648,1103,44417,8354
"HER34L","HER34L_1A_420",52.9,3492.54,7.2,1,32744.55273,91679,1.4,75,214,1040,664,274,28781,104,157,128,90,5197,114,1624,874,43557,8202
"HER34L","HER34L_1A_421",53,3508.66,7.19,1,32517.23633,94429,1.36,110,256,1270,812,339,30217,0,194,150,112,5043,420,1655,996,43809,8263
"HER34L","HER34L_1A_422",53.1,3524.77,7.18,1,31878.49609,94257,1.37,87,215,1429,677,373,32715,189,162,133,92,4626,129,2173,1303,40925,8166
"HER34L","HER34L_1A_423",53.2,3540.88,7.18,1,31185.74023,86135,1.42,71,205,1228,760,341,24733,82,206,139,33,4615,297,1997,1068,41436,8296
"HER34L","HER34L_1A_424",53.3,3557,7.16,1,30816.375,85175,1.29,40,278,1190,671,366,24289,136,150,80,206,4182,424,1889,759,41561,8006
"HER34L","HER34L_1A_425",53.4,3573.11,7.14,1,30653.36328,89237,1.44,91,253,1222,784,397,30260,67,152,128,183,3769,285,1769,1362,39746,7979
"HER34L","HER34L_1A_426",53.5,3589.22,7.13,1,30489.89453,92220,1.49,86,320,1263,827,369,34410,113,143,164,96,3571,357,1929,1032,38687,7702
"HER34L","HER34L_1A_427",53.6,3605.34,7.13,1,29772.78125,84742,1.5,83,322,1144,756,335,27793,17,171,72,73,3758,295,1871,934,38515,8064
"HER34L","HER34L_1A_428",53.7,3621.45,7.12,1,29686.77344,86907,1.57,65,300,1379,816,385,28812,130,164,155,201,3764,350,2239,971,38407,7951
"HER34L","HER34L_1A_429",53.8,3637.56,7.11,1,29856.38672,90243,1.55,83,465,1328,909,510,34437,18,105,118,87,3707,294,2048,816,36894,7428
"HER34L","HER34L_1A_430",53.9,3653.68,7.1,1,28616.96289,86085,1.52,90,347,1402,899,298,31715,113,109,51,81,2853,322,2361,777,35425,7796
"HER34L","HER34L_1A_431",54,3669.79,7.09,1,29236.27344,92721,1.85,85,388,1501,836,380,37873,64,116,136,50,3038,207,1994,1133,36150,7818
"HER34L","HER34L_1A_432",54.1,3685.91,7.09,1,29273.92383,91862,1.67,93,327,1307,883,422,37561,0,101,78,79,3121,194,1935,1070,36115,7702
"HER34L","HER34L_1A_433",54.2,3702.02,7.08,1,29518.08008,96411,1.37,148,355,1223,837,412,42605,103,113,99,104,3056,416,2012,931,35473,7673
"HER34L","HER34L_1A_434",54.3,3718.13,7.07,1,29410.5332,92207,1.65,87,302,1471,811,387,37668,147,117,102,78,3222,330,2050,1245,35964,7669
"HER34L","HER34L_1A_435",54.4,3734.25,7.06,1,29365.62305,91744,1.66,83,302,1259,747,468,36455,0,106,119,82,3346,360,2123,1002,36626,7736
"HER34L","HER34L_1A_436",54.5,3750.36,7.06,1,29070.43164,86507,1.52,80,374,1267,761,334,32494,66,145,100,158,3210,302,1709,1282,36010,7613
"HER34L","HER34L_1A_437",54.6,3766.47,7.06,1,28291.14844,83579,1.53,90,275,1062,756,312,32008,98,164,60,133,2994,298,1497,1077,34452,7507
"HER34L","HER34L_1A_438",54.7,3782.59,7.05,1,27268.48242,82651,1.52,130,269,1136,636,347,34429,53,135,61,83,2850,331,1891,719,31638,7232
"HER34L","HER34L_1A_439",54.8,3798.7,7.05,1,26949.21484,84852,1.69,115,283,1107,622,335,37522,0,101,20,0,2389,305,2303,639,30831,7348
"HER34L","HER34L_1A_440",54.9,3814.81,7.04,1,27141.89453,89904,1.64,126,332,1107,624,308,43712,57,105,28,9,2231,379,1387,757,30474,7371
"HER34L","HER34L_1A_441",55,3830.93,7.04,1,27511.37109,85352,1.52,131,273,1064,610,292,38074,24,61,80,0,2137,155,1976,726,31561,7401
"HER34L","HER34L_1A_442",55.1,3845.52,7.04,1,27306.10156,86670,1.54,114,234,880,559,335,39474,0,106,91,43,2281,373,1848,621,31620,7065
"HER34L","HER34L_1A_443",55.2,3860.11,7.05,1,26808.90039,91675,1.51,115,286,1006,727,397,47502,73,166,108,104,1892,266,1827,815,28397,7374
"HER34L","HER34L_1A_445",55.4,3889.29,7.06,1,25090.9082,91921,1.69,154,445,1337,937,474,51738,49,112,63,66,1419,305,2135,559,24465,6959
"HER34L","HER34L_1A_446",55.5,3903.88,7.06,1,24679.90039,91061,1.54,88,383,1518,877,525,50935,7,91,17,111,1210,397,2630,539,24230,6866
"HER34L","HER34L_1A_447",55.6,3918.47,7.07,1,25594.77734,97168,1.87,107,511,1677,1246,656,55740,0,110,102,240,1390,324,2830,740,24252,6812
"HER34L","HER34L_1A_448",55.7,3933.06,7.07,1,26082.05664,96944,1.82,107,478,1660,1234,614,53720,0,59,153,165,1283,489,2656,823,26006,6817
"HER34L","HER34L_1A_449",55.8,3947.65,7.08,1,26248.8418,98588,1.7,133,563,1662,1221,638,55483,0,106,166,292,1545,458,2641,946,25097,6881
"HER34L","HER34L_1A_450",55.9,3962.24,7.09,1,26448.32422,101701,1.77,117,627,1689,1321,666,58593,0,62,106,128,1599,376,2513,599,25194,6838
"HER34L","HER34L_2A_442",56.1,3991.42,7.04,1,23222,101193,1.54,48,820,2107,1614,693,61246,42,136,246,281,1023,507,2429,622,22237,6373
"HER34L","HER34L_2A_443",56.2,4006.01,7.04,1,23826,110032,1.64,48,1046,2690,2515,1033,68960,27,96,220,295,1015,482,2537,644,20787,6698
"HER34L","HER34L_2A_444",56.3,4020.6,7.02,1,24191,110306,1.67,33,1041,2787,1988,1084,68660,24,112,260,270,818,615,2767,688,21815,6588
"HER34L","HER34L_2A_445",56.4,4035.19,7.02,1,24440,111173,1.79,54,1083,2957,2216,1047,67916,93,85,333,384,893,580,3011,522,22289,6814
"HER34L","HER34L_2A_446",56.5,4049.78,7.02,1,23884,110986,1.59,60,1058,2816,2367,990,68167,90,64,312,427,1060,630,2586,804,21647,6563
"HER34L","HER34L_2A_447",56.6,4064.37,7.01,1,22946,101171,1.57,39,991,2660,1941,984,59732,266,88,325,312,961,324,3007,611,21578,6419
"HER34L","HER34L_2A_448",56.7,4078.96,7,1,23234,103746,1.85,46,1106,2622,2049,877,62652,0,95,168,315,1241,393,2626,512,21283,6622
"HER34L","HER34L_2A_449",56.8,4093.55,6.99,1,23144,104041,1.52,35,1110,2749,2169,948,62886,111,66,311,326,875,388,2921,659,21002,6458
"HER34L","HER34L_2A_450",56.9,4108.14,6.98,1,22618,101978,1.56,39,1039,2576,2016,975,62313,0,66,250,668,861,464,2341,757,20137,6329
"HER34L","HER34L_2A_451",57,4122.73,6.98,1,22901,103449,1.51,37,978,2430,1970,918,64301,55,137,293,286,858,472,2124,785,20270,6611
"HER34L","HER34L_2A_452",57.1,4137.32,6.98,1,23178,105529,1.57,45,958,2406,1880,952,66120,12,104,316,302,825,466,2249,738,20892,6342
"HER34L","HER34L_2A_453",57.2,4151.91,6.98,1,22613,102157,1.56,46,952,2162,1875,839,62923,25,71,300,170,737,508,2173,781,20965,6695
"HER34L","HER34L_2A_454",57.3,4166.5,6.98,1,23180,106591,1.61,73,987,2757,2270,1069,65786,206,62,276,275,749,520,2455,945,20907,6404
"HER34L","HER34L_2A_455",57.4,4181.09,6.98,1,23307,108733,1.72,42,1222,2978,2175,1098,68528,0,38,262,312,723,556,2834,718,19533,6502
"HER34L","HER34L_2A_456",57.5,4195.68,6.99,1,22651,104920,1.56,26,1124,2962,2097,981,64242,221,90,249,358,630,574,2874,531,20128,6729
"HER34L","HER34L_2A_457",57.6,4210.27,6.99,1,22987,105478,1.94,18,1220,2928,2152,1066,65436,97,91,108,262,394,516,3060,694,19592,6615
"HER34L","HER34L_2A_458",57.7,4224.86,6.98,1,23422,109210,1.59,63,1214,3082,2163,1042,67885,143,61,185,378,567,490,2766,681,20386,6827
"HER34L","HER34L_2A_459",57.8,4239.45,6.98,1,23271,108681,1.62,20,1227,3258,2148,1118,69064,0,151,209,304,613,386,2652,431,19263,6535
"HER34L","HER34L_2A_460",57.9,4254.04,6.98,1,23141,109275,1.58,45,1158,3338,2075,1132,69068,70,86,207,378,549,570,2756,613,19277,6662
"HER34L","HER34L_2A_461",58,4268.63,6.98,1,23418,111454,1.61,35,1209,2909,2296,1095,71437,138,67,203,302,617,589,2715,586,19295,6647
"HER34L","HER34L_2A_462",58.1,4283.22,6.99,1,23127,108952,1.76,50,1206,3128,2089,1175,68914,0,105,97,314,568,438,2710,972,19025,7116
"HER34L","HER34L_2A_463",58.2,4297.81,6.98,1,22924,108741,1.68,44,1166,3005,2141,1150,68936,45,130,162,377,488,479,2548,698,19170,6897
"HER34L","HER34L_2A_464",58.3,4312.4,6.98,1,23611,112272,1.69,29,1218,3517,2275,1113,71997,22,104,144,341,386,545,2839,615,19064,6576
"HER34L","HER34L_2A_466",58.5,4341.58,6.97,1,24123,119453,1.76,42,1179,3759,2487,1371,78645,0,103,184,441,289,552,3127,641,18995,6629
"HER34L","HER34L_2A_467",58.6,4356.17,6.95,1,22898,107042,1.64,54,1181,3555,2133,1092,66687,65,70,157,318,322,450,2985,707,19110,6677
"HER34L","HER34L_2A_468",58.7,4370.76,6.94,1,23638,112705,1.72,53,1228,3817,2044,1143,72166,52,98,176,302,593,548,3065,861,19040,6327
"HER34L","HER34L_2A_469",58.8,4385.35,6.93,1,24499,117728,1.86,45,1367,4047,2809,1288,74698,120,82,137,377,223,699,3285,976,19529,6980
"HER34L","HER34L_2A_470",58.9,4399.94,6.91,1,23873,112666,1.58,0,1283,4255,2220,1171,69443,0,126,223,474,293,641,3259,1061,19862,6822
