Site,label,ID,depth,SH20_age,surface,validity,kcps,cps,MSE,K,Ca,Ti,Fe,Br,Sr,Mo_inc,Mo_coh,inc_coh,coh_inc,LnK_Ti,LnK_Ca,LnTi_Ca
HER14L,HER14L_2D,HER14L_2D_209,131.8,14166.62,7.43,1,32119,74090,1.43,-3.579040949,-0.612683284,-2.859918282,0.182159167,0.327705,-0.490393706,4.485148555,2.547023499,6.946399816,0.143959465,-0.747214402,-3.01771118,-2.270496778
HER14L,HER14L_2D,HER14L_2D_210,131.9,14172.1,7.43,1,32094,75049,1.32,-3.441857274,-0.642457294,-2.93976533,0.461432051,0.265331792,-0.658457636,4.434946176,2.520827515,6.781606623,0.147457683,-0.519875459,-2.841202734,-2.321327275
HER14L,HER14L_2D,HER14L_2D_211,132,14177.58,7.43,1,32299,74679,1.53,-3.176754846,-0.807680011,-3.116130224,0.8508265,0.190540984,-0.720912329,4.361224454,2.41888547,6.975739988,0.143353967,-0.062520357,-2.397895273,-2.335374916
HER14L,HER14L_2D,HER14L_2D_212,132.1,14183.06,7.43,1,32163,75653,1.48,-3.224051321,-0.861980775,-2.786837514,0.809332542,0.208894759,-0.937726749,4.359639346,2.432729712,6.868913436,0.145583433,-0.44895022,-2.391816227,-1.942866007
HER14L,HER14L_2D,HER14L_2D_213,132.2,14188.53,7.43,1,32332,75402,1.25,-3.552466055,-0.783172229,-3.201068168,1.124290129,0.225724761,-0.932384627,4.514005875,2.605070313,6.746544806,0.148224021,-0.36772478,-2.820055259,-2.452330479
HER14L,HER14L_2D,HER14L_2D_214,132.3,14194.01,7.44,1,32214,77503,1.28,-4.469469979,-0.67237694,-3.470941149,1.628925279,0.697761981,-0.968642756,4.604346773,2.650396793,7.057205593,0.141699145,-1.098612289,-3.948033443,-2.849421154
HER14L,HER14L_2D,HER14L_2D_215,132.4,14199.49,7.43,1,32158,75846,1.31,-4.086905517,-0.716167343,-3.131394072,1.244846625,0.587790731,-1.253692173,4.628433366,2.727088382,6.695518453,0.149353632,-1.021651248,-3.472656346,-2.451005098
HER14L,HER14L_2D,HER14L_2D_216,132.5,14204.97,7.44,1,32144,75273,1.65,-6.277602413,-0.50616129,-2.270269228,1.156654969,0.827363035,-0.475484038,4.735041642,2.810457324,6.852961121,0.145922322,NA,NA,-1.779336949
HER14L,HER14L_2D,HER14L_2D_217,132.6,14210.45,7.44,1,32016,75254,1.4,-3.71823232,-0.714201244,-2.619620031,0.410692576,0.642740905,-0.901493813,4.401629263,2.498484664,6.70758483,0.149084958,-1.137078569,-3.058430868,-1.921352298
HER14L,HER14L_2D,HER14L_2D_218,132.7,14215.92,7.43,1,32184,76055,1.56,-3.744316162,-0.898115623,-3.079339859,1.303043855,0.332279218,-0.748583889,4.372548705,2.462483754,6.7541718,0.148056643,-0.693147181,-2.900127933,-2.206980752
HER14L,HER14L_2D,HER14L_2D_219,132.8,14221.4,7.43,1,32381,77672,1.49,-3.79331249,-0.835118135,-2.825728463,1.619507685,0.363924503,-1.131949402,4.263047527,2.339628776,6.84498515,0.146092355,-1.00144854,-3.009525596,-2.008077055
HER14L,HER14L_2D,HER14L_2D_220,132.9,14226.88,7.42,1,32130,75104,1.3,-3.368516469,-0.737735048,-3.071264945,0.273110101,0.481631133,-0.454912409,4.386294883,2.491392754,6.652517275,0.150319038,-0.3074847,-2.667228207,-2.359743507
HER14L,HER14L_2D,HER14L_2D_221,133,14232.36,7.43,1,32075,74696,1.33,-3.187678325,-0.760981061,-3.341829005,0.506543973,0.426131156,-0.71776446,4.490036355,2.585541367,6.716650006,0.148883744,0.16034265,-2.459905348,-2.620247998
HER14L,HER14L_2D,HER14L_2D_222,133.1,14237.84,7.44,1,32190,77140,1.38,-3.422283698,-0.864045776,-4.072871265,1.34618772,0.491476927,-0.503338568,4.453413804,2.571460856,6.56691974,0.152278395,0.693147181,-2.599317001,-3.292464182
HER14L,HER14L_2D,HER14L_2D_223,133.2,14243.31,7.44,1,32385,77007,1.46,-2.905869462,-0.692896528,-4.263992946,0.978341786,0.447537256,-0.805225713,4.569323991,2.672781615,6.663428325,0.150072898,1.446918983,-2.238830578,-3.685749561
HER14L,HER14L_2D,HER14L_2D_224,133.3,14248.79,7.44,1,32458,78369,1.49,-3.386028859,-0.892233262,-3.221725808,1.447414556,0.206379026,-0.86603089,4.306002975,2.406222263,6.685047951,0.149587558,-0.169899037,-2.527209029,-2.357309993
HER14L,HER14L_2D,HER14L_2D_225,133.4,14254.27,7.45,1,32656,78556,1.42,-4.636711548,-0.791897292,-2.453473213,1.320743683,0.407519696,-0.569823832,4.309256294,2.414386212,6.65229636,0.15032403,-2.302585093,-3.975668271,-1.673083178
HER14L,HER14L_2D,HER14L_2D_226,133.5,14259.75,7.45,1,32809,78620,1.48,-3.403176618,-0.299586948,-6.293548375,2.09649303,0.737309101,-0.374654521,4.72240506,2.814759271,6.737844723,0.148415412,NA,-3.158251203,NA
HER14L,HER14L_2D,HER14L_2D_227,133.6,14265.23,7.45,1,32418,76908,1.38,-3.741597501,-0.767142626,-2.835888878,1.253478781,0.42791963,-1.072908373,4.331181833,2.404957135,6.864210052,0.145683187,-0.938269639,-3.025830305,-2.087560666
HER14L,HER14L_2D,HER14L_2D_228,133.7,14270.7,7.45,1,32123,74372,1.38,-3.799354669,-0.603601262,-2.344067437,0.276971388,0.431641413,-1.201970036,4.574924474,2.665456129,6.750139059,0.148145096,-1.512588086,-3.26693312,-1.754345033
HER14L,HER14L_2D,HER14L_2D_229,133.8,14276.18,7.45,1,31818,73069,1.49,-3.370587264,-0.762620521,-2.630920068,-0.297012504,0.510485495,-0.711327227,4.585872849,2.676109239,6.752140604,0.148101181,-0.765467842,-2.653241965,-1.887774122
HER14L,HER14L_2D,HER14L_2D_230,133.9,14281.66,7.45,1,32164,75994,1.34,-3.39142757,-0.527867069,-3.545578249,-0.104448157,0.690940802,-0.407671487,4.596565874,2.689485858,6.734022863,0.148499644,0.162518929,-2.909629575,-3.072148504
HER14L,HER14L_2D,HER14L_2D_231,134,14287.14,7.45,1,32377,74836,1.21,-3.325568203,-0.802921226,-2.691844443,0.185977236,0.474233196,-0.775522251,4.428880358,2.506765334,6.83605818,0.146283132,-0.652325186,-2.558776498,-1.906451312
HER14L,HER14L_2D,HER14L_2D_232,134.1,14292.62,7.45,1,32100,75328,1.65,-3.217520286,-0.620544902,-2.838030664,0.686005179,0.617787802,-1.821656474,4.53514539,2.658813954,6.530103582,0.153136928,-0.392042088,-2.633326655,-2.241284567
HER14L,HER14L_2D,HER14L_2D_233,134.2,14298.09,7.45,1,32118,76598,1.53,-4.106791391,-0.802443836,-2.800539738,1.042043868,0.42498063,-0.508425945,4.342913291,2.408263121,6.922296912,0.144460721,-1.365240952,-3.381561407,-2.016320455
HER14L,HER14L_2D,HER14L_2D_234,134.3,14303.57,7.46,1,31990,75660,1.49,-4.579771571,-0.55441988,-2.574438001,1.055018032,0.64904259,-1.057621579,4.482781167,2.579409241,6.709111111,0.149051042,-2.140066163,-4.176948091,-2.036881927
HER14L,HER14L_2D,HER14L_2D_235,134.4,14309.05,7.45,1,32262,74983,1.45,-3.442262501,-0.702825986,-2.31507684,0.178012205,0.549134092,-1.207118689,4.444978738,2.495158979,7.02811245,0.142285714,-1.157452789,-2.781075336,-1.623622547
HER14L,HER14L_2D,HER14L_2D_236,134.5,14314.53,7.46,1,32078,74627,1.29,-3.906118776,-0.596137402,-2.733398515,0.445646887,0.609799764,-1.015747018,4.540173131,2.655781928,6.582952816,0.151907514,-1.228665417,-3.38721114,-2.158545723
HER14L,HER14L_2D,HER14L_2D_237,134.6,14320.01,7.46,1,32346,75916,1.39,-4.439827662,-0.708128211,-2.83038975,0.428667865,0.690071053,-0.25017292,4.502960009,2.606819616,6.660755086,0.150133129,-1.717651497,-3.862232341,-2.144580844
HER14L,HER14L_2D,HER14L_2D_238,134.7,14325.48,7.47,1,32234,76738,1.42,-3.592377607,-0.923992663,-2.493765319,0.742186107,0.476649147,-0.809426098,4.244633986,2.356092448,6.610331702,0.151278339,-1.127185661,-2.708050201,-1.58086454
HER14L,HER14L_2D,HER14L_2D_239,134.8,14330.96,7.47,1,32154,76067,1.33,-4.07635989,-0.703333385,-2.800066424,1.468817555,0.401923446,-1.262949173,4.43516728,2.53680059,6.675618216,0.14979886,-1.339774345,-3.457176649,-2.117402304
HER14L,HER14L_2D,HER14L_2D_240,134.9,14336.44,7.47,1,32224,75741,1.37,-3.062973662,-0.99050079,-3.427616776,1.235444889,0.335442077,-0.897099615,4.357072833,2.450231045,6.732436975,0.148534625,0.377294231,-2.097141119,-2.47443535
HER14L,HER14L_2D,HER14L_2D_241,135,14341.92,7.47,1,32169,74511,1.5,-3.912984005,-0.647918798,-2.136492008,0.865375254,0.764929586,-2.41905898,4.699072986,2.787075964,6.767233662,0.147770869,-1.85629799,-3.356897123,-1.500599132
HER14L,HER14L_2D,HER14L_2D_242,135.1,14347.4,7.47,1,32120,75644,1.31,-3.120035107,-0.784660192,-3.620810395,0.964667157,0.603099371,-0.892957567,4.395012331,2.455684401,6.954759444,0.143786425,0.521296924,-2.363209715,-2.884506638
HER14L,HER14L_2D,HER14L_2D_243,135.2,14352.87,7.47,1,32300,75634,1.42,-3.417804613,-0.840622687,-2.74486014,0.612534619,0.55700538,-0.998325769,4.379338745,2.452734466,6.866817156,0.145627876,-0.693147181,-2.614959778,-1.921812597
HER14L,HER14L_2D,HER14L_2D_244,135.3,14358.35,7.47,1,32065,74986,1.36,-3.552371237,-0.760237919,-2.759140598,0.124595436,0.719164787,-0.87640935,4.520408096,2.583990785,6.934540073,0.14420567,-0.823200309,-2.842969519,-2.01976921
HER14L,HER14L_2D,HER14L_2D_245,135.4,14363.83,7.48,1,32277,74586,1.32,-3.917843141,-0.953363411,-2.570769493,0.600595349,0.705620238,-0.989731055,4.528052327,2.597439188,6.894407108,0.145045105,-1.406913648,-3.040546289,-1.633632641
HER14L,HER14L_2D,HER14L_2D_246,135.5,14369.31,7.48,1,32447,76248,1.31,-3.68238395,-0.677866847,-2.686955898,-0.311039532,0.767163885,-0.53671153,4.514911821,2.612882051,6.700097688,0.149251555,-1.034073768,-3.062222015,-2.028148247
HER14L,HER14L_2D,HER14L_2D_247,135.6,14374.79,7.48,1,32382,74881,1.31,-3.20266241,-0.720966036,-2.797197302,-0.461822386,0.808857801,-0.815312051,4.558755049,2.630347336,6.879211268,0.145365502,-0.418710335,-2.517696473,-2.098986138
HER14L,HER14L_2D,HER14L_2D_248,135.7,14380.26,7.49,1,32488,74487,1.31,-3.301577655,-0.720729711,-2.305244215,-0.526388151,1.026410694,-1.332137008,4.532319672,2.627346374,6.719862482,0.148812569,-1.023388867,-2.620247998,-1.59685913
HER14L,HER14L_2D,HER14L_2D_249,135.8,14385.74,7.49,1,32454,75268,1.25,-3.234426306,-0.627302024,-2.646639641,-0.466850126,0.975625064,-1.201028703,4.566768596,2.63385314,6.910294118,0.144711641,-0.606135804,-2.644992065,-2.038856262
HER14L,HER14L_2D,HER14L_2D_250,135.9,14391.22,7.49,1,32462,74804,1.42,-3.075401639,-0.702904557,-2.614056072,-0.531900825,0.904602232,-1.222341644,4.578387672,2.663614833,6.786039285,0.147361363,-0.47445798,-2.404367787,-1.929909808
HER14L,HER14L_2D,HER14L_2D_251,136,14396.7,7.5,1,32589,75994,1.27,-2.745380031,-0.820976087,-2.663702,-0.609075627,0.767117638,-0.881794827,4.43056539,2.523245546,6.735642262,0.148463942,-0.083381609,-1.942799727,-1.859418118
HER14L,HER14L_2D,HER14L_2D_252,136.1,14402.18,7.5,1,32351,75926,1.47,-2.867238484,-0.800375725,-3.122130734,-0.709679163,0.942751796,-0.464808056,4.467188772,2.554291595,6.773320071,0.147638084,0.262364264,-2.089010993,-2.351375257
HER14L,HER14L_2D,HER14L_2D_253,136.2,14407.65,7.51,1,32348,76033,1.44,-2.770015323,-0.175909382,-6.028111861,-0.250459538,1.404963487,-0.281908671,4.997606845,3.103834443,6.644997296,0.150489151,NA,-2.630448955,NA
HER14L,HER14L_2D,HER14L_2D_254,136.3,14413.13,7.5,1,32246,75138,1.51,-3.73992689,-0.479086866,-2.882476658,-0.585970612,0.96702599,-0.632781029,4.641544757,2.711671309,6.889302221,0.145152581,-0.900786545,-3.33220451,-2.431417965
HER14L,HER14L_2D,HER14L_2D_255,136.4,14418.61,7.5,1,32170,74794,1.42,-2.957721771,-0.655136678,-3.082884914,-0.763770519,0.918978796,-0.603549309,4.53334941,2.610734985,6.839470139,0.146210157,0.129211731,-2.329492546,-2.458704277
HER14L,HER14L_2D,HER14L_2D_256,136.5,14424.09,7.5,1,32588,75416,1.35,-3.597255975,-0.668417937,-2.669269204,-0.668417937,0.823001063,-0.503543294,4.599002468,2.684900815,6.78148026,0.147460431,-0.965080896,-2.986313052,-2.021232156
HER14L,HER14L_2D,HER14L_2D_257,136.6,14429.57,7.51,1,32391,74862,1.24,-2.965837054,-0.742804593,-2.936849517,-0.727006476,0.719359155,-0.498236151,4.526005244,2.625369393,6.690771425,0.149459597,-0.029852963,-2.249695629,-2.219842666
HER14L,HER14L_2D,HER14L_2D_258,136.7,14435.04,7.51,1,32296,75021,1.32,-3.583269385,-0.798258142,-2.451867273,-0.649412515,0.73821075,-0.192122339,4.440970844,2.495748059,6.995876761,0.14294134,-1.166434885,-2.833213344,-1.666778459
HER14L,HER14L_2D,HER14L_2D_259,136.8,14440.52,7.5,1,32663,75511,1.38,-3.362288879,-0.625665305,-2.713593461,-0.539358402,0.860410658,-0.761210797,4.52720285,2.614503337,6.771980143,0.147667297,-0.670157662,-2.77825446,-2.108096797
HER14L,HER14L_2D,HER14L_2D_260,136.9,14446,7.5,1,32415,74885,1.48,-3.50851778,-0.747357753,-2.242851406,-0.583403073,0.781941661,-0.600623671,4.414122269,2.486689754,6.872509058,0.145507265,-1.299282984,-2.804802342,-1.505519358
HER14L,HER14L_2D,HER14L_2D_261,137,14451.48,7.5,1,31871,74998,1.4,-3.305564993,-0.724031507,-3.263005378,-0.503523004,0.942308938,-0.377274,4.568281024,2.662808919,6.723217266,0.148738314,-0.044451763,-2.622690352,-2.57823859
HER14L,HER14L_2D,HER14L_2D_262,137.1,14456.96,7.5,1,31937,75703,1.35,-3.372495948,-1.037121032,-2.19751068,-0.43813262,0.974396849,-1.252232411,4.612177682,2.71091816,6.694939183,0.149366555,-1.208960346,-2.379546134,-1.170585788
HER14L,HER14L_2D,HER14L_2D_263,137.2,14462.43,7.51,1,32650,75962,1.64,-3.019545821,-0.831371079,-2.066115542,-0.5878309,0.682756654,-1.058309701,4.405344863,2.475071524,6.892047979,0.145094753,-0.970357953,-2.212538812,-1.242180859
HER14L,HER14L_2D,HER14L_2D_264,137.3,14467.91,7.52,1,32478,75874,1.54,-2.723675987,-0.72282472,-2.958515578,-0.340690469,0.817620321,-1.27538995,4.541591095,2.661885288,6.552168816,0.15262122,0.241162057,-2.021232156,-2.262394212
HER14L,HER14L_2D,HER14L_2D_265,137.4,14473.39,7.52,1,32484,75503,1.46,-4.204470205,-0.655491592,-2.46986915,-0.018188147,0.876243791,-0.868305294,4.62871713,2.711363467,6.803571429,0.146981627,-1.832581464,-3.663561646,-1.830980182
HER14L,HER14L_2D,HER14L_2D_266,137.5,14478.87,7.52,1,32424,77205,1.41,-3.34307442,-0.849584026,-2.860222648,1.275114107,0.523085169,-1.422103219,4.314469079,2.362315957,7.04453116,0.141954089,-0.496436886,-2.525728644,-2.029291758
HER14L,HER14L_2D,HER14L_2D_267,137.6,14484.35,7.52,1,32544,79095,1.63,-3.967227567,-1.106708772,-2.706096348,1.696753634,0.451613041,-0.892357972,4.214608061,2.309415923,6.721331417,0.148780046,-1.304948722,-2.917770732,-1.61282201
HER14L,HER14L_2D,HER14L_2D_268,137.7,14489.82,7.51,1,32584,77776,1.3,-3.496664927,-1.033737184,-2.589107875,1.336160357,0.717071682,-1.811877577,4.389024113,2.489131412,6.685798622,0.149570763,-0.934309237,-2.503668926,-1.569359689
HER14L,HER14L_2D,HER14L_2D_269,137.8,14495.3,7.51,1,32442,75992,1.41,-3.345950959,-0.738441987,-2.843859015,0.019844496,0.872277156,-1.139110923,4.546387388,2.628853843,6.80479717,0.146955152,-0.519875459,-2.648750459,-2.128875
HER14L,HER14L_2D,HER14L_2D_270,137.9,14500.78,7.51,1,32586,76021,1.43,-3.928355328,-0.589678304,-2.077755359,-0.177782305,0.896315418,-1.634902719,4.706895608,2.80526299,6.697435342,0.149310885,-1.931521412,-3.430756184,-1.499234772
HER14L,HER14L_2D,HER14L_2D_271,138,14506.26,7.51,1,32639,76802,1.16,-6.109892575,-0.350990802,-2.526373637,0.244477465,1.166663827,-0.373320278,4.925545325,3.023890674,6.697581516,0.149307627,NA,NA,-2.200394152
HER14L,HER14L_2D,HER14L_2D_272,138.1,14511.74,7.52,1,32625,75531,1.28,-2.920297628,-0.912083596,-2.531639638,-0.441660591,0.752833469,-0.859784096,4.41727385,2.495358231,6.834685937,0.146312502,-0.396881364,-2.030170493,-1.633289128
HER14L,HER14L_2D,HER14L_2D_273,138.2,14517.21,7.51,1,32464,75883,1.49,-3.247610976,-0.68837592,-2.554463795,-0.309037116,0.713554865,-0.956199184,4.485277701,2.556854425,6.87931227,0.145363368,-0.712195376,-2.594105942,-1.881910566
HER14L,HER14L_2D,HER14L_2D_274,138.3,14522.69,7.51,1,32678,76455,1.43,-2.928198607,-0.839652298,-2.581327663,-0.49758504,0.628542212,-0.662884909,4.392554315,2.48855199,6.713326111,0.148957459,-0.354171814,-2.1102132,-1.756041387
HER14L,HER14L_2D,HER14L_2D_275,138.4,14528.17,7.51,1,32763,75451,1.2,-3.38508838,-0.709441603,-2.782912978,-0.034421807,0.823490254,-0.995129657,4.504566231,2.578937941,6.860111732,0.145770221,-0.622529613,-2.717100037,-2.094570423
HER14L,HER14L_2D,HER14L_2D_276,138.5,14533.65,7.5,1,32491,75024,1.6,-3.343355819,-0.800180261,-2.073595274,0.084158871,0.663249829,-1.544951807,4.448860974,2.565813486,6.574112281,0.152111792,-1.299282984,-2.580847944,-1.281564959
HER14L,HER14L_2D,HER14L_2D_277,138.6,14539.13,7.49,1,32368,74653,1.42,-2.760320643,-0.885318463,-2.699696021,-0.02217241,0.535516223,-1.00390054,4.386271074,2.44962078,6.936155685,0.144172081,-0.061875404,-1.892855586,-1.830980182
HER14L,HER14L_2D,HER14L_2D_278,138.7,14544.61,7.49,1,32406,74402,1.6,-3.821808099,-0.68966397,-2.67318539,0.100926562,0.74892989,-1.006860103,4.626331779,2.71532933,6.760503733,0.147917972,-1.203972804,-3.208825489,-2.004852685
HER14L,HER14L_2D,HER14L_2D_279,138.8,14550.08,7.49,1,32414,75593,1.33,-2.842904131,-0.976243354,-3.066047682,0.635939928,0.508168864,-1.062317962,4.37171474,2.431689598,6.959604005,0.143686336,0.228841572,-1.885691289,-2.114532861
HER14L,HER14L_2D,HER14L_2D_280,138.9,14555.56,7.49,1,32300,75650,1.49,-3.154606191,-0.783458426,-2.850923777,0.867283292,0.517192734,-1.551640793,4.418875341,2.53727782,6.564588094,0.152332482,-0.312374685,-2.400920994,-2.088546309
HER14L,HER14L_2D,HER14L_2D_281,139,14561.04,7.48,1,32424,75937,1.4,-2.990348647,-0.711574203,-4.118813899,1.290394119,0.552314255,-1.091759154,4.497533315,2.572254214,6.857723577,0.145820984,1.193922468,-2.305610814,-3.499533282
HER14L,HER14L_2D,HER14L_2D_282,139.1,14566.52,7.48,1,32453,77104,1.44,-3.587278249,-1.17759502,-2.733788418,1.412867439,0.537750133,-1.098754959,4.280043786,2.366755287,6.775984652,0.147580027,-0.87924946,-2.450221092,-1.570971632
HER14L,HER14L_2D,HER14L_2D_283,139.2,14572,7.48,1,32202,75472,1.41,-3.071871147,-0.913486403,-3.130711647,0.93650046,0.541360688,-1.202269191,4.379071837,2.461405404,6.805715577,0.146935321,0.060624622,-2.184066493,-2.244691115
HER14L,HER14L_2D,HER14L_2D_284,139.3,14577.47,7.48,1,32342,77267,1.69,-3.325622036,-0.999780081,-3.023341164,1.664810551,0.202467098,-0.885835821,4.13632257,2.230978882,6.722367375,0.148757118,-0.310154928,-2.352817218,-2.04266229
HER14L,HER14L_2D,HER14L_2D_285,139.4,14582.95,7.48,1,32395,80066,1.69,-4.192894656,-0.918899532,-3.345596795,2.105288366,0.437780821,-0.81417013,4.322764026,2.4057279,6.801430518,0.147027893,-0.897941593,-3.357846941,-2.459905348
HER14L,HER14L_2D,HER14L_2D_286,139.5,14588.43,7.48,1,32439,82898,1.87,-3.308403807,-1.015237936,-3.218791648,2.512049974,0.227105912,-1.698965895,4.208182504,2.294060895,6.781646299,0.14745682,-0.09237332,-2.321755009,-2.229381689
HER14L,HER14L_2D,HER14L_2D_287,139.6,14593.91,7.47,1,32666,83618,1.61,-6.455993332,-0.906917247,-2.90064527,3.078023473,0.528722989,-0.434969982,4.505614322,2.586165047,6.817891374,0.146672915,NA,NA,-2.01881692
HER14L,HER14L_2D,HER14L_2D_288,139.7,14599.39,7.46,1,32654,81344,1.59,-4.37830975,-1.223245438,-2.191237544,2.387672475,0.256419238,-1.342483019,4.208104166,2.283079874,6.855996278,0.145857722,-2.272125886,-3.246490992,-0.974365106
HER14L,HER14L_2D,HER14L_2D_289,139.8,14604.86,7.46,1,32640,80290,1.46,-6.304866762,-0.670077159,-3.169372546,2.739300955,0.618761866,-0.666512092,4.676945335,2.775820402,6.694068086,0.149385992,NA,NA,-2.540169328
HER14L,HER14L_2D,HER14L_2D_290,139.9,14610.34,7.46,1,32658,74775,1.22,-6.027234744,-0.192424007,-2.443715806,0.833428927,0.792781621,-1.03002247,4.986002841,3.081183638,6.718826135,0.148835523,NA,NA,-2.276534416
HER14L,HER14L_2D,HER14L_2D_291,140,14615.33,7.46,1,32621,73237,1.32,-3.169736938,-0.667618159,-3.256748315,-0.153385377,0.585632258,-0.716578986,4.658948295,2.719487221,6.955688899,0.143767212,0.090971778,-2.541259586,-2.632231365
HER14L,HER14L_2D,HER14L_2D_292,140.1,14620.31,7.47,1,32220,73242,1.69,-2.895578258,-0.584694362,-2.790217742,-0.140503118,0.575352462,-1.297313646,4.522185644,2.610769022,6.763312274,0.147856547,-0.108213585,-2.33629615,-2.228082566
HER14L,HER14L_2D,HER14L_2D_293,140.2,14625.3,7.46,1,32430,74820,1.34,-3.645917101,-0.873328379,-2.71915507,1.104947054,0.290028002,-1.049092535,4.413176068,2.479341962,6.916657074,0.144578514,-0.959775844,-2.823361048,-1.863585204
HER14L,HER14L_2D,HER14L_2D_294,140.3,14630.28,7.46,1,32566,75476,1.38,-3.511981558,-0.782941082,-2.818834378,1.337203753,0.443623266,-1.540428979,4.397290904,2.476068074,6.82996921,0.146413544,-0.716677678,-2.772588722,-2.055911044
HER14L,HER14L_2D,HER14L_2D_295,140.4,14635.27,7.45,1,32103,74300,1.31,-3.917843714,-0.713620166,-3.180244771,0.405686714,0.533327296,-0.605311969,4.691547381,2.786459227,6.720637397,0.14879541,-0.78845736,-3.295836866,-2.507379506
HER14L,HER14L_2D,HER14L_2D_296,140.5,14640.25,7.44,1,32165,74784,1.48,-3.159477968,-0.958892043,-2.685693616,1.15111776,0.320362541,-1.414238515,4.334261004,2.412560837,6.833237294,0.14634352,-0.485507816,-2.227996236,-1.74248842
HER14L,HER14L_2D,HER14L_2D_297,140.6,14645.24,7.44,1,32155,77860,1.53,-3.943164924,-0.862667384,-3.512382008,2.287619325,0.270670616,-1.30961725,4.467025378,2.602516246,6.453370166,0.154957793,-0.459532329,-3.157000421,-2.697468092
HER14L,HER14L_2D,HER14L_2D_298,140.7,14650.22,7.43,1,32135,75829,1.38,-2.9544847,-0.964449746,-2.830870744,1.612600969,0.229036612,-1.976950343,4.39923763,2.485880324,6.7764585,0.147569708,-0.126751706,-2.013099594,-1.886347888
HER14L,HER14L_2D,HER14L_2D_299,140.8,14655.21,7.43,1,32140,74164,1.58,-3.016229263,-0.794224657,-3.88526711,0.811710625,0.52519746,-0.826198962,4.545362156,2.639649751,6.724842058,0.148702377,0.916290732,-2.251291799,-3.16758253
HER14L,HER14L_2D,HER14L_2D_300,140.9,14660.19,7.42,1,32053,74981,1.24,-3.830089525,-0.769818731,-3.056899637,1.78759025,0.592759104,-2.140608905,4.672429864,2.74463758,6.875,0.145454545,-0.820980552,-3.143368272,-2.32238772
HER14L,HER14L_2D,HER14L_2D_301,141,14665.18,7.43,1,32224,77260,1.53,-3.535024527,-1.087022434,-3.236531538,1.931934293,0.219072566,-1.004092055,4.316636651,2.395027044,6.832620506,0.146356731,-0.310154928,-2.488687373,-2.178532444
HER14L,HER14L_2D,HER14L_2D_302,141.1,14670.17,7.44,1,31982,73057,1.46,-2.338152321,-0.297325616,-2.197073723,1.403836958,0.887969912,-5.834659883,5.15626104,3.219143632,6.939415205,0.144104362,-0.14518201,-2.067653586,-1.922471576
HER14L,HER14L_2D,HER14L_2D_303,141.2,14675.15,7.44,1,32379,82571,1.54,-3.499860644,-1.267544747,-3.070865039,2.49854405,-0.180493281,-0.87882182,4.142594971,2.256446509,6.594554903,0.151640257,-0.441832752,-2.264844765,-1.823012013
HER14L,HER14L_2D,HER14L_2D_304,141.3,14680.14,7.45,1,32468,79991,1.32,-3.463773115,-0.560662332,-6.028722473,3.096277852,0.782521906,-1.809214768,4.948948054,3.034624875,6.783016682,0.147427029,NA,-2.978925155,NA
HER14L,HER14L_2D,HER14L_2D_305,141.4,14685.12,7.45,1,32941,91993,1.4,-4.891155815,-1.165462388,-3.127567223,3.301552997,-0.061509633,-0.701501073,4.274988822,2.370654312,6.71560599,0.14890689,-1.916922612,-3.903990834,-1.987068222
HER14L,HER14L_2D,HER14L_2D_307,141.6,14695.09,7.46,1,32338,81148,1.36,-3.347049674,-1.065371266,-3.2803583,2.524193522,-0.182011212,-1.225407778,4.266700928,2.309303779,7.081605593,0.141210914,-0.068992871,-2.313242387,-2.244249516
HER14L,HER14L_2D,HER14L_2D_308,141.7,14700.08,7.46,1,32537,77149,1.49,-3.344648246,-0.885431082,-3.435620024,2.035449448,0.093537705,-1.582302662,4.519153452,2.599861408,6.816793893,0.146696529,0.09531018,-2.499944527,-2.595254707
HER14L,HER14L_2D,HER14L_2D_309,141.8,14705.06,7.46,1,32544,75902,1.26,-3.755193517,-0.875293059,-2.972434178,0.727102571,0.230312265,-0.434212469,4.493891445,2.585826944,6.740663215,0.148353355,-0.818310324,-2.940924037,-2.122613714
HER14L,HER14L_2D,HER14L_2D_310,141.9,14710.05,7.46,1,32509,75374,1.24,-3.223164287,-0.809582418,-3.100561965,0.291620546,0.480817936,-1.080543843,4.667369431,2.7740446,6.642023346,0.150556532,-0.127833372,-2.454134991,-2.32630162
HER14L,HER14L_2D,HER14L_2D_311,142,14715.03,7.46,1,32432,74770,1.39,-3.80468494,-0.87082807,-2.264239899,0.192903954,0.156762949,-0.501467966,4.50835,2.583203971,6.856806459,0.145840488,-1.595049175,-2.99929734,-1.404248165
HER14L,HER14L_2D,HER14L_2D_312,142.1,14720.02,7.47,1,32279,74646,1.44,-3.357661286,-0.915314251,-2.982967837,0.687779469,0.340268003,-1.006286029,4.56487991,2.669302021,6.657014369,0.150217492,-0.389464767,-2.48490665,-2.095441883
HER14L,HER14L_2D,HER14L_2D_313,142.2,14725,7.47,1,31906,74798,1.38,-3.433612764,-0.822143391,-2.951774677,0.880058551,0.188821591,-1.027096748,4.530824391,2.634923047,6.659171076,0.150168841,-0.500775288,-2.656756907,-2.155981619
HER14L,HER14L_2D,HER14L_2D_314,142.3,14729.99,7.47,1,31973,74186,1.42,-3.496530469,-0.645101685,-3.133624975,-0.044560762,0.40796427,-0.663317125,4.748575089,2.826595655,6.83512786,0.146303042,-0.382992252,-2.912350665,-2.529358412
