SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH_sed,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_799,2.4,1659,43,2.3,322,322,2.323,0.2797,1924.607,1.3695,5.9,NA,2635.779,0.7888,1.6742,0.2797,1924.607,1.7341,5.9,NA,3337.486,0.5805,1.6742,0.2797,1924.607,1.5518,5.9,NA,2986.6325,0.68465,1.6742
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_800,2.4,1659.5,43,2.8,322.5,322.5,2.339,0.7397,1982.203,1.3402,5.9,NA,2656.563,0.8056,1.4917,0.7397,1982.203,1.7004,5.9,NA,3370.504,0.5998,1.4917,0.7397,1982.203,1.5203,5.9,NA,3013.5335,0.7027,1.4917
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_801,2.4,1660,43,3.3,323,323,2.351,0.8371,1990.686,1.3642,5.7,NA,2715.594,0.7919,1.3304,0.8371,1990.686,1.7257,5.7,NA,3435.293,0.5853,1.3304,0.8371,1990.686,1.54495,5.7,NA,3075.4435,0.6886,1.3304
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_802,2.4,1660.5,43,3.8,323.5,323.5,2.37,0.7045,2008.474,1.3538,-0.7,-0.5,2719.157,0.7978,1.2169,0.7045,2008.474,1.7126,-0.7,-0.4,3439.623,0.5928,1.2169,0.7045,2008.474,1.5332,-0.7,-0.5,3079.39,0.6953,1.2169
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_803,2.4,1661,43,4.3,324,324,2.38,0.5915,2003.367,1.3538,-0.6,-0.4,2712.145,0.7978,1.1911,0.5915,2003.367,1.7117,-0.6,-0.4,3429.218,0.5933,1.1911,0.5915,2003.367,1.53275,-0.6,-0.4,3070.6815,0.69555,1.1911
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_804,2.4,1661.5,43,4.8,324.5,324.5,2.406,0.4628,2052.901,1.327,-1,-0.8,2724.188,0.8131,1.1065,0.4628,2052.901,1.6795,-1,-0.6,3447.943,0.6117,1.1065,0.4628,2052.901,1.50325,-1,-0.7,3086.0655,0.7124,1.1065
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_805,2.4,1662,43,5.3,325,325,2.412,0.0361,2112.084,1.319,-1.1,-0.8,2785.801,0.8177,1.1245,0.0361,2112.084,1.6701,-1.1,-0.7,3527.447,0.6171,1.1245,0.0361,2112.084,1.49455,-1.1,-0.7,3156.624,0.7174,1.1245
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_806,2.4,1662.5,43,5.8,325.5,325.5,2.417,0.0081,1849.274,1.2873,-0.9,-0.7,2380.534,0.8358,1.2285,0.0081,1849.274,1.6351,-0.9,-0.6,3023.7,0.6371,1.2285,0.0081,1849.274,1.4612,-0.9,-0.6,2702.117,0.73645,1.2285
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_807,2.4,1663,43,6.3,326,326,2.422,0.0031,1116.129,1.2868,-0.3,-0.2,1436.27,0.8361,1.1895,0.0031,1116.129,1.6341,-0.3,-0.2,1823.834,0.6377,1.1895,0.0031,1116.129,1.46045,-0.3,-0.2,1630.052,0.7369,1.1895
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_808,2.4,1663.5,43,6.8,326.5,326.5,2.424,0.0032,1371.817,1.2882,-0.5,-0.4,1767.147,0.8353,1.2263,0.0032,1371.817,1.6353,-0.5,-0.3,2243.356,0.637,1.2263,0.0032,1371.817,1.46175,-0.5,-0.3,2005.2515,0.73615,1.2263
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_809,2.4,1664,43,7.3,327,327,2.433,0,24.914,1.2746,-0.9,-0.7,31.756,0.8431,1.2467,0,24.914,1.6198,-0.9,-0.6,40.3566,0.6458,1.2467,0,24.914,1.4472,-0.9,-0.6,36.0563,0.74445,1.2467
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_810,2.4,1664.5,43,7.8,327.5,327.5,2.443,0,25.0164,1.27,-1.2,-0.9,31.7709,0.8457,1.2456,0,25.0164,1.6138,-1.2,-0.7,40.3726,0.6492,1.2456,0,25.0164,1.4419,-1.2,-0.8,36.07175,0.74745,1.2456
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_811,2.4,1665,43,8.3,328,328,2.453,0,25.1188,1.2737,-1.3,-1,31.9949,0.8436,1.2269,0,25.1188,1.6168,-1.3,-0.8,40.6131,0.6475,1.2269,0,25.1188,1.44525,-1.3,-0.9,36.304,0.74555,1.2269
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_812,2.4,1665.5,43,8.8,328.5,328.5,2.468,0.0021,848.9854,1.2837,-0.8,-0.6,1089.811,0.8379,1.272,0.0021,848.9854,1.6263,-0.8,-0.5,1380.679,0.6421,1.272,0.0021,848.9854,1.455,-0.8,-0.6,1235.245,0.74,1.272
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_813,2.4,1666,43,9.3,329,329,2.469,0.0039,997.5759,1.3018,-0.9,-0.7,1298.614,0.8276,1.2093,0.0039,997.5759,1.6464,-0.9,-0.5,1642.389,0.6306,1.2093,0.0039,997.5759,1.4741,-0.9,-0.6,1470.5015,0.7291,1.2093
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_814,2.4,1666.5,43,9.8,329.5,329.5,2.469,0.0119,2071.309,1.31,-1.1,-0.8,2713.499,0.8228,1.3284,0.0119,2071.309,1.6558,-1.1,-0.7,3429.598,0.6253,1.3284,0.0119,2071.309,1.4829,-1.1,-0.8,3071.5485,0.72405,1.3284
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_815,2.4,1667,43,10.3,330,330,2.469,0.0277,2059.216,1.3265,-1.1,-0.8,2731.53,0.8134,1.2984,0.0277,2059.216,1.6747,-1.1,-0.7,3448.66,0.6144,1.2984,0.0277,2059.216,1.5006,-1.1,-0.7,3090.095,0.7139,1.2984
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_816,2.4,1667.5,43,10.8,330.5,330.5,2.458,0.0416,1972.713,1.3396,-1,-0.7,2642.669,0.8059,1.228,0.0416,1972.713,1.6907,-1,-0.6,3335.204,0.6053,1.228,0.0416,1972.713,1.51515,-1,-0.7,2988.9365,0.7056,1.228
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_817,2.4,1668,43,11.3,331,331,2.452,0.1006,1918.623,1.3336,-0.9,-0.7,2558.741,0.8094,1.2387,0.1006,1918.623,1.684,-0.9,-0.5,3230.889,0.6092,1.2387,0.1006,1918.623,1.5088,-0.9,-0.6,2894.815,0.7093,1.2387
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_818,2.4,1668.5,43,11.8,331.5,331.5,2.442,0.1604,1903.352,1.336,-1,-0.7,2542.893,0.808,1.1911,0.1604,1903.352,1.6873,-1,-0.6,3211.473,0.6073,1.1911,0.1604,1903.352,1.51165,-1,-0.7,2877.183,0.70765,1.1911
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_819,2.4,1669,43,12.3,332,332,2.438,0.1325,1846.97,1.3502,-1,-0.7,2493.754,0.7999,1.2114,0.1325,1846.97,1.704,-1,-0.6,3147.328,0.5977,1.2114,0.1325,1846.97,1.5271,-1,-0.7,2820.541,0.6988,1.2114
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_820,2.4,1669.5,43,12.8,332.5,332.5,2.437,0.1587,1835.09,1.3505,-0.8,-0.6,2478.35,0.7997,1.1916,0.1587,1835.09,1.7045,-0.8,-0.5,3127.919,0.5974,1.1916,0.1587,1835.09,1.5275,-0.8,-0.5,2803.1345,0.69855,1.1916
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_821,2.4,1670,43,13.3,333,333,2.438,0.1476,1901.717,1.3308,-0.7,-0.5,2530.8,0.811,1.212,0.1476,1901.717,1.6815,-0.7,-0.4,3197.75,0.6106,1.212,0.1476,1901.717,1.50615,-0.7,-0.5,2864.275,0.7108,1.212
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_822,2.4,1670.5,43,13.8,333.5,333.5,2.439,0.0338,1971.706,1.3453,0.1,0.1,2652.508,0.8027,1.125,0.0338,1971.706,1.6982,0.1,0.1,3348.435,0.601,1.125,0.0338,1971.706,1.52175,0.1,0.1,3000.4715,0.70185,1.125
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_823,2.4,1671,43,14.3,334,334,2.438,0.0228,1959.807,1.3063,-0.2,-0.2,2560.161,0.825,1.1699,0.0228,1959.807,1.6539,-0.2,-0.1,3241.303,0.6263,1.1699,0.0228,1959.807,1.4801,-0.2,-0.1,2900.732,0.72565,1.1699
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_824,2.4,1671.5,43,14.8,334.5,334.5,2.443,0.0545,1987.795,1.3244,-0.9,-0.7,2632.619,0.8146,1.2364,0.0545,1987.795,1.6739,-0.9,-0.5,3327.275,0.6149,1.2364,0.0545,1987.795,1.49915,-0.9,-0.6,2979.947,0.71475,1.2364
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_825,2.4,1672,43,15.3,335,335,2.448,0.0558,2065.823,1.3089,-0.8,-0.6,2703.916,0.8235,1.2147,0.0558,2065.823,1.6559,-0.8,-0.5,3420.875,0.6252,1.2147,0.0558,2065.823,1.4824,-0.8,-0.5,3062.3955,0.72435,1.2147
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_826,2.4,1672.5,43,15.8,335.5,335.5,2.453,0.0201,2129.341,1.3143,-0.6,-0.5,2798.628,0.8204,1.245,0.0201,2129.341,1.6617,-0.6,-0.4,3538.342,0.6219,1.245,0.0201,2129.341,1.488,-0.6,-0.4,3168.485,0.72115,1.245
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_827,2.4,1673,43,16.3,336,336,2.449,0.0281,2152.021,1.2999,-0.7,-0.5,2797.328,0.8287,1.2185,0.0281,2152.021,1.6458,-0.7,-0.4,3541.772,0.631,1.2185,0.0281,2152.021,1.47285,-0.7,-0.5,3169.55,0.72985,1.2185
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_828,2.4,1673.5,43,16.8,336.5,336.5,2.448,0.0109,2126.846,1.3056,-0.6,-0.5,2776.901,0.8253,1.3344,0.0109,2126.846,1.6523,-0.6,-0.4,3514.211,0.6273,1.3344,0.0109,2126.846,1.47895,-0.6,-0.4,3145.556,0.7263,1.3344
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_829,2.4,1674,43,17.3,337,337,2.451,0.0063,1673.038,1.3156,-0.8,-0.6,2201.036,0.8197,1.2353,0.0063,1673.038,1.6633,-0.8,-0.5,2782.754,0.621,1.2353,0.0063,1673.038,1.48945,-0.8,-0.5,2491.895,0.72035,1.2353
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_830,2.4,1674.5,43,17.8,337.5,337.5,2.448,0.0119,1219.731,1.3069,-0.8,-0.6,1594.013,0.8247,1.2971,0.0119,1219.731,1.6537,-0.8,-0.5,2017.031,0.6265,1.2971,0.0119,1219.731,1.4803,-0.8,-0.5,1805.522,0.7256,1.2971
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_831,2.4,1675,43,18.3,338,338,2.448,0.0297,2023.141,1.3268,-0.9,-0.7,2684.288,0.8133,1.2619,0.0297,2023.141,1.6763,-0.9,-0.5,3391.353,0.6136,1.2619,0.0297,2023.141,1.50155,-0.9,-0.6,3037.8205,0.71345,1.2619
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_832,2.4,1675.5,43,18.8,338.5,338.5,2.443,0.0329,2030.756,1.3016,-0.9,-0.7,2643.312,0.8276,1.2359,0.0329,2030.756,1.6483,-0.9,-0.5,3347.218,0.6296,1.2359,0.0329,2030.756,1.47495,-0.9,-0.6,2995.265,0.7286,1.2359
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_833,2.4,1676,43,19.3,339,339,2.44,0.0218,2018.197,1.3107,-0.7,-0.5,2645.321,0.8224,1.2525,0.0218,2018.197,1.6586,-0.7,-0.4,3347.455,0.6236,1.2525,0.0218,2018.197,1.48465,-0.7,-0.5,2996.388,0.723,1.2525
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_834,2.4,1676.5,43,19.8,339.5,339.5,2.433,0.051,1843.182,1.3178,-0.8,-0.6,2428.882,0.8184,1.2554,0.051,1843.182,1.6671,-0.8,-0.5,3072.701,0.6188,1.2554,0.051,1843.182,1.49245,-0.8,-0.5,2750.7915,0.7186,1.2554
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_835,2.4,1677,43,20.3,340,340,2.422,0.2273,1873.164,1.339,-0.7,-0.5,2508.109,0.8063,1.2702,0.2273,1873.164,1.6919,-0.7,-0.4,3169.215,0.6046,1.2702,0.2273,1873.164,1.51545,-0.7,-0.5,2838.662,0.70545,1.2702
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_836,2.4,1677.5,43,20.8,340.5,340.5,2.415,0.3035,1864.865,1.3204,-0.7,-0.5,2462.388,0.8169,1.2537,0.3035,1864.865,1.6715,-0.7,-0.4,3117.05,0.6163,1.2537,0.3035,1864.865,1.49595,-0.7,-0.5,2789.719,0.7166,1.2537
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_837,2.4,1678,43,21.3,341,341,2.407,0.2119,1822.104,1.3189,-0.8,-0.6,2403.09,0.8178,1.1765,0.2119,1822.104,1.6704,-0.8,-0.5,3043.678,0.6169,1.1765,0.2119,1822.104,1.49465,-0.8,-0.5,2723.384,0.71735,1.1765
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_838,2.4,1678.5,43,21.8,341.5,341.5,2.406,0.2026,1814.48,1.3301,-1.1,-0.8,2413.405,0.8114,1.1623,0.2026,1814.48,1.683,-1.1,-0.7,3053.764,0.6097,1.1623,0.2026,1814.48,1.50655,-1.1,-0.7,2733.5845,0.71055,1.1623
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_839,2.4,1679,43,22.3,342,342,2.411,0.219,1829.287,1.3405,-1.2,-0.9,2452.197,0.8054,1.1325,0.219,1829.287,1.6944,-1.2,-0.7,3099.573,0.6032,1.1325,0.219,1829.287,1.51745,-1.2,-0.8,2775.885,0.7043,1.1325
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_840,2.4,1679.5,43,22.8,342.5,342.5,2.423,0.216,1839.787,1.3201,-1.3,-1,2428.769,0.8171,1.1161,0.216,1839.787,1.6705,-1.3,-0.8,3073.369,0.6169,1.1161,0.216,1839.787,1.4953,-1.3,-0.9,2751.069,0.717,1.1161
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_841,2.4,1680,43,23.3,343,343,2.433,0.2426,1845.979,1.3202,-1.1,-0.8,2437.088,0.817,1.1152,0.2426,1845.979,1.6698,-1.1,-0.7,3082.451,0.6172,1.1152,0.2426,1845.979,1.495,-1.1,-0.7,2759.7695,0.7171,1.1152
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_842,2.4,1680.5,43,23.8,343.5,343.5,2.433,0.312,1862.94,1.3163,-1.2,-0.9,2452.261,0.8192,1.1765,0.312,1862.94,1.6655,-1.2,-0.7,3102.656,0.6197,1.1765,0.312,1862.94,1.4909,-1.2,-0.8,2777.4585,0.71945,1.1765
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_843,2.4,1681,43,24.3,344,344,2.428,0.4901,1882.171,1.3274,-1.1,-0.8,2498.468,0.8129,1.1806,0.4901,1882.171,1.6784,-1.1,-0.7,3158.946,0.6124,1.1806,0.4901,1882.171,1.5029,-1.1,-0.7,2828.707,0.71265,1.1806
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_844,2.4,1681.5,43,24.8,344.5,344.5,2.422,0.4835,1895.149,1.3221,-1,-0.8,2505.6,0.8159,1.1465,0.4835,1895.149,1.6728,-1,-0.6,3170.197,0.6155,1.1465,0.4835,1895.149,1.49745,-1,-0.7,2837.8985,0.7157,1.1465
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_845,2.4,1682,43,25.3,345,345,2.412,0.5645,1920.382,1.3218,-0.6,-0.5,2538.454,0.8161,1.2252,0.5645,1920.382,1.6733,-0.6,-0.4,3213.398,0.6153,1.2252,0.5645,1920.382,1.49755,-0.6,-0.4,2875.926,0.7157,1.2252
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_846,2.4,1682.5,43,25.8,345.5,345.5,2.412,0.5172,1888.802,1.32,-1,-0.8,2493.229,0.8171,1.1832,0.5172,1888.802,1.6713,-1,-0.6,3156.683,0.6164,1.1832,0.5172,1888.802,1.49565,-1,-0.7,2824.956,0.71675,1.1832
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_847,2.4,1683,43,26.3,346,346,2.412,0.3023,1861.111,1.3041,-0.9,-0.7,2427.085,0.8262,1.1504,0.3023,1861.111,1.6538,-0.9,-0.5,3077.848,0.6264,1.1504,0.3023,1861.111,1.47895,-0.9,-0.6,2752.4665,0.7263,1.1504
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_848,2.4,1683.5,43,26.8,346.5,346.5,2.407,0.4686,1858.688,1.3308,-0.7,-0.5,2473.474,0.811,1.1674,0.4686,1858.688,1.6837,-0.7,-0.4,3129.44,0.6093,1.1674,0.4686,1858.688,1.50725,-0.7,-0.5,2801.457,0.71015,1.1674
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_849,2.4,1684,43,27.3,347,347,2.412,0.2856,1875.583,1.3206,-0.8,-0.6,2476.932,0.8168,1.1776,0.2856,1875.583,1.6719,-0.8,-0.5,3135.872,0.616,1.1776,0.2856,1875.583,1.49625,-0.8,-0.5,2806.402,0.7164,1.1776
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_850,2.4,1684.5,43,27.8,347.5,347.5,2.412,0.1885,1874.126,1.3278,-0.8,-0.6,2488.463,0.8127,1.2246,0.1885,1874.126,1.68,-0.8,-0.5,3148.46,0.6115,1.2246,0.1885,1874.126,1.5039,-0.8,-0.5,2818.4615,0.7121,1.2246
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_851,2.4,1685,43,28.3,348,348,2.422,0.1568,1860.215,1.3197,-0.5,-0.4,2454.849,0.8173,1.2017,0.1568,1860.215,1.67,-0.5,-0.3,3106.649,0.6171,1.2017,0.1568,1860.215,1.49485,-0.5,-0.3,2780.749,0.7172,1.2017
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_852,2.4,1685.5,43,28.8,348.5,348.5,2.427,0.1917,1862.625,1.3298,-0.8,-0.6,2476.981,0.8115,1.2125,0.1917,1862.625,1.6811,-0.8,-0.5,3131.335,0.6108,1.2125,0.1917,1862.625,1.50545,-0.8,-0.5,2804.158,0.71115,1.2125
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_853,2.4,1686,43,29.3,349,349,2.43,0.234,1885.182,1.3292,-0.9,-0.7,2505.818,0.8119,1.2953,0.234,1885.182,1.6802,-0.9,-0.5,3167.544,0.6113,1.2953,0.234,1885.182,1.5047,-0.9,-0.6,2836.681,0.7116,1.2953
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_854,2.4,1686.5,43,29.8,349.5,349.5,2.433,0.2225,1930.952,1.327,-0.5,-0.4,2562.305,0.8132,1.3226,0.2225,1930.952,1.6775,-0.5,-0.3,3239.097,0.6129,1.3226,0.2225,1930.952,1.50225,-0.5,-0.3,2900.701,0.71305,1.3226
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_855,2.4,1687,43,30.3,350,350,2.427,0.1348,2009.106,1.3255,-0.3,-0.2,2663.122,0.814,1.3344,0.1348,2009.106,1.6763,-0.3,-0.2,3367.781,0.6136,1.3344,0.1348,2009.106,1.5009,-0.3,-0.2,3015.4515,0.7138,1.3344
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_856,2.4,1687.5,43,30.8,350.5,350.5,2.417,0.06,2081.826,1.3154,0,NA,2738.511,0.8198,1.347,0.06,2081.826,1.6658,0,NA,3467.835,0.6196,1.347,0.06,2081.826,1.4906,0,NA,3103.173,0.7197,1.347
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_857,2.4,1688,43,31.3,351,351,2.406,0.0375,2148.215,1.3443,-0.2,-0.1,2887.938,0.8032,1.4017,0.0375,2148.215,1.6991,-0.2,-0.1,3650.073,0.6005,1.4017,0.0375,2148.215,1.5217,-0.2,-0.1,3269.0055,0.70185,1.4017
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_858,2.4,1688.5,43,31.8,351.5,351.5,2.401,0.0969,2184.713,1.3341,0.2,0.1,2914.603,0.8091,1.3497,0.0969,2184.713,1.6879,0.2,0.1,3687.556,0.6069,1.3497,0.0969,2184.713,1.511,0.2,0.1,3301.0795,0.708,1.3497
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_859,2.4,1689,43,32.3,352,352,2.396,0.0409,2218.518,1.3257,0.7,0.5,2941.16,0.8139,1.3731,0.0409,2218.518,1.679,0.7,0.4,3724.888,0.612,1.3731,0.0409,2218.518,1.50235,0.7,0.5,3333.024,0.71295,1.3731
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_860,2.4,1689.5,43,32.8,352.5,352.5,2.391,0.0269,2047.089,1.3538,0.6,0.4,2771.394,0.7978,1.4246,0.0269,2047.089,1.711,0.6,0.4,3502.51,0.5937,1.4246,0.0269,2047.089,1.5324,0.6,0.4,3136.952,0.69575,1.4246
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_861,2.4,1690,43,33.3,353,353,2.389,0.0395,2079.199,1.3485,0.4,0.3,2803.768,0.8009,1.481,0.0395,2079.199,1.705,0.4,0.2,3545.123,0.5971,1.481,0.0395,2079.199,1.52675,0.4,0.3,3174.4455,0.699,1.481
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_862,2.4,1690.5,43,33.8,353.5,353.5,2.376,0.0346,1998.318,1.4014,-0.1,-0.1,2800.523,0.7706,1.4908,0.0346,1998.318,1.7676,-0.1,-0.1,3532.264,0.5614,1.4908,0.0346,1998.318,1.5845,-0.1,-0.1,3166.3935,0.666,1.4908
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_863,2.4,1691,43,34.3,354,354,2.384,0.0772,1950.9,1.397,1.5,1.1,2725.313,0.7732,1.4391,0.0772,1950.9,1.7619,1.5,0.9,3437.38,0.5646,1.4391,0.0772,1950.9,1.57945,1.5,1,3081.3465,0.6689,1.4391
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_864,2.4,1691.5,43,34.8,354.5,354.5,2.391,0.109,1955.029,1.4016,0.7,0.5,2740.212,0.7705,1.49,0.109,1955.029,1.7674,0.7,0.4,3455.379,0.5615,1.49,0.109,1955.029,1.5845,0.7,0.4,3097.7955,0.666,1.49
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_865,2.4,1692,43,35.3,355,355,2.396,0.1273,1906.126,1.4055,0.6,0.4,2679.153,0.7683,1.3951,0.1273,1906.126,1.7722,0.6,0.3,3377.977,0.5588,1.3951,0.1273,1906.126,1.58885,0.6,0.4,3028.565,0.66355,1.3951
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_866,2.4,1692.5,43,35.8,355.5,355.5,2.402,0.203,1885.401,1.4294,1.7,1.2,2694.999,0.7546,1.412,0.203,1885.401,1.8024,1.7,0.9,3398.196,0.5415,1.412,0.203,1885.401,1.6159,1.7,1.1,3046.5975,0.64805,1.412
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_867,2.4,1693,43,36.3,356,356,2.412,0.2327,1887.324,1.4076,1.8,1.3,2656.504,0.7671,1.3682,0.2327,1887.324,1.7746,1.8,1,3349.151,0.5574,1.3682,0.2327,1887.324,1.5911,1.8,1.1,3002.8275,0.66225,1.3682
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_868,2.4,1693.5,43,36.8,356.5,356.5,2.423,0.1916,1897.416,1.4134,1.5,1.1,2681.735,0.7638,1.4239,0.1916,1897.416,1.782,1.5,0.8,3381.257,0.5531,1.4239,0.1916,1897.416,1.5977,1.5,1,3031.496,0.65845,1.4239
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_869,2.4,1694,43,37.3,357,357,2.435,0.1587,1905.321,1.3934,1.5,1.1,2654.886,0.7752,1.409,0.1587,1905.321,1.7567,1.5,0.9,3347.114,0.5676,1.409,0.1587,1905.321,1.57505,1.5,1,3001,0.6714,1.409
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_870,2.4,1694.5,43,37.8,357.5,357.5,2.437,0.1385,1934.127,1.3703,1.4,1,2650.41,0.7884,1.3545,0.1385,1934.127,1.7282,1.4,0.8,3342.535,0.5839,1.3545,0.1385,1934.127,1.54925,1.4,0.9,2996.4725,0.68615,1.3545
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_871,2.4,1695,43,38.3,358,358,2.443,0.0975,1979.741,1.3443,0.3,0.2,2661.409,0.8032,1.3423,0.0975,1979.741,1.6969,0.3,0.2,3359.452,0.6018,1.3423,0.0975,1979.741,1.5206,0.3,0.2,3010.4305,0.7025,1.3423
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_872,2.4,1695.5,43,38.8,358.5,358.5,2.448,0.0336,1961.539,1.3463,-0.2,-0.1,2640.866,0.8021,1.3787,0.0336,1961.539,1.699,-0.2,-0.1,3332.73,0.6005,1.3787,0.0336,1961.539,1.52265,-0.2,-0.1,2986.798,0.7013,1.3787
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_873,2.4,1696,43,39.3,359,359,2.454,0.041,1824.536,1.353,0.1,0.1,2468.512,0.7983,1.3457,0.041,1824.536,1.7067,0.1,0.1,3113.924,0.5962,1.3457,0.041,1824.536,1.52985,0.1,0.1,2791.218,0.69725,1.3457
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_874,2.4,1696.5,43,39.8,359.5,359.5,2.463,0.1044,1803.075,1.3613,0.2,0.1,2454.477,0.7936,1.4061,0.1044,1803.075,1.7165,0.2,0.1,3095.028,0.5906,1.4061,0.1044,1803.075,1.5389,0.2,0.1,2774.7525,0.6921,1.4061
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_875,2.4,1697,43,40.3,360,360,2.469,0.1937,1814.108,1.3719,0.3,0.2,2488.806,0.7875,1.4254,0.1937,1814.108,1.7296,0.3,0.2,3137.751,0.5831,1.4254,0.1937,1814.108,1.55075,0.3,0.2,2813.2785,0.6853,1.4254
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_876,2.4,1697.5,43,40.8,360.5,360.5,2.476,0.2147,1804.665,1.3808,0.8,0.6,2491.877,0.7824,1.4292,0.2147,1804.665,1.7409,0.8,0.5,3141.777,0.5766,1.4292,0.2147,1804.665,1.56085,0.8,0.5,2816.827,0.6795,1.4292
HER42PB,HER42PB_1I,HER42PB_1I_MSCL_877,2.4,1698,43,41.3,361,361,2.49,0.2744,1820.176,1.3892,1.5,1.1,2528.542,0.7776,1.4917,0.2744,1820.176,1.7521,1.5,0.9,3189.201,0.5702,1.4917,0.2744,1820.176,1.57065,1.5,1,2858.8715,0.6739,1.4917
