SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER14L,HER14L_2A,HER14L-2A_136,2.9,74,1,74,13.5,13.5,2.328,0,1432.615,0.8819,2.6,2.9,1263.378,1.0716,0.5414,0,1432.615,1.6672,2.6,1.6,2388.48,0.5956,0.5414,0,1432.6,1.2746,2.6,2.3,1825.9,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_137,2.9,74.1,1,74.1,13.6,13.6,2.336,0,1424.391,0.9045,1.2,1.3,1288.325,1.0579,0.5414,0,1424.391,1.6802,1.2,0.7,2393.277,0.5878,0.5414,0,1424.4,1.2924,1.2,1,1840.8,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_138,2.9,74.2,1,74.2,13.7,13.7,2.33,0,1416.413,0.8713,0.3,0.3,1234.141,1.078,0.5414,0,1416.413,1.6586,0.3,0.2,2349.29,0.6008,0.5414,0,1416.4,1.265,0.3,0.3,1791.7,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_139,2.9,74.3,1,74.3,13.8,13.8,2.341,0,1418.788,0.8382,-0.4,-0.5,1189.284,1.098,0.5414,0,1418.788,1.6296,-0.4,-0.2,2312.027,0.6184,0.5414,0,1418.8,1.2339,-0.4,-0.4,1750.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_140,2.9,74.4,1,74.4,13.9,13.9,2.349,0,1423.636,0.8479,-0.7,-0.8,1207.031,1.0922,0.534,0,1423.636,1.6332,-0.7,-0.4,2325.05,0.6163,0.534,0,1423.6,1.2406,-0.7,-0.6,1766,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_141,2.9,74.5,1,74.5,14,14,2.361,0,1426.586,0.8637,-1.1,-1.3,1232.193,1.0826,0.534,0,1426.586,1.6397,-1.1,-0.7,2339.126,0.6123,0.534,0,1426.6,1.2517,-1.1,-1,1785.7,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_142,2.9,74.6,1,74.6,14.1,14.1,2.362,0,1422.892,0.8213,-1.2,-1.5,1168.624,1.1083,0.534,0,1422.892,1.6081,-1.2,-0.7,2288.182,0.6314,0.534,0,1422.9,1.2147,-1.2,-1.1,1728.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_143,2.9,74.7,1,74.7,14.2,14.2,2.379,0,1424.551,0.8362,-1.3,-1.6,1191.223,1.0993,0.5269,0,1424.551,1.6119,-1.3,-0.8,2296.213,0.6292,0.5269,0,1424.6,1.2241,-1.3,-1.2,1743.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_144,2.9,74.8,1,74.8,14.3,14.3,2.396,0,1426.191,0.792,-1.5,-1.9,1129.543,1.1261,0.5269,0,1426.191,1.5723,-1.5,-1,2242.418,0.6531,0.5269,0,1426.2,1.1822,-1.5,-1.4,1686,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_145,2.9,74.9,1,74.9,14.4,14.4,2.394,0,1429.254,0.8537,-1.5,-1.8,1220.206,1.0886,0.5269,0,1429.254,1.6185,-1.5,-0.9,2313.19,0.6252,0.5269,0,1429.3,1.2361,-1.5,-1.3,1766.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_146,2.9,75,1,75,14.5,14.5,2.398,0,1431.642,0.839,-1.6,-1.9,1201.18,1.0976,0.5269,0,1431.642,1.606,-1.6,-1,2299.264,0.6327,0.5269,0,1431.6,1.2225,-1.6,-1.5,1750.2,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_147,2.9,75.1,1,75.1,14.6,14.6,2.408,0,1433.333,0.8205,-1.6,-2,1176.078,1.1088,0.5269,0,1433.333,1.5884,-1.6,-1,2276.637,0.6434,0.5269,0,1433.3,1.2045,-1.6,-1.5,1726.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_148,2.9,75.2,1,75.2,14.7,14.7,2.415,0,1441.791,0.8797,-1.6,-1.8,1268.328,1.0729,0.5269,0,1441.791,1.6287,-1.6,-1,2348.312,0.6189,0.5269,0,1441.8,1.2542,-1.6,-1.4,1808.3,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_149,2.9,75.3,1,75.3,14.8,14.8,2.428,0,1445.238,0.8184,-1.6,-2,1182.788,1.1101,0.5269,0,1445.238,1.5787,-1.6,-1,2281.56,0.6493,0.5269,0,1445.2,1.1986,-1.6,-1.5,1732.2,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_150,2.9,75.4,1,75.4,14.9,14.9,2.434,0,1453.135,0.8192,-1.6,-2,1190.365,1.1096,0.5269,0,1453.135,1.5768,-1.6,-1,2291.337,0.6504,0.5269,0,1453.1,1.198,-1.6,-1.5,1740.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_151,2.9,75.5,1,75.5,15,15,2.442,0,1457.911,0.852,-1.7,-2,1242.105,1.0897,0.5269,0,1457.911,1.5976,-1.7,-1.1,2329.191,0.6378,0.5269,0,1457.9,1.2248,-1.7,-1.5,1785.6,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_152,2.9,75.6,1,75.6,15.1,15.1,2.448,0,1457.143,0.8452,-1.6,-1.9,1231.567,1.0938,0.5269,0,1457.143,1.5903,-1.6,-1,2317.264,0.6423,0.5269,0,1457.1,1.2178,-1.6,-1.4,1774.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_153,2.9,75.7,1,75.7,15.2,15.2,2.448,0,1457.143,0.8697,-1.7,-2,1267.32,1.079,0.5199,0,1457.143,1.6082,-1.7,-1.1,2343.338,0.6314,0.5199,0,1457.1,1.239,-1.7,-1.5,1805.3,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_154,2.9,75.8,1,75.8,15.3,15.3,2.459,0,1459.347,0.9021,-1.7,-1.9,1316.472,1.0593,0.5199,0,1459.347,1.6273,-1.7,-1,2374.822,0.6198,0.5199,0,1459.3,1.2647,-1.7,-1.5,1845.6,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_155,2.9,75.9,1,75.9,15.4,15.4,2.469,0,1465.282,0.8832,-1.7,-1.9,1294.073,1.0708,0.5199,0,1465.282,1.6096,-1.7,-1.1,2358.573,0.6305,0.5199,0,1465.3,1.2464,-1.7,-1.5,1826.3,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_156,2.9,76,1,76,15.5,15.5,2.464,0,1453.687,0.8462,-1.8,-2.1,1230.165,1.0932,0.5199,0,1453.687,1.5847,-1.8,-1.1,2303.691,0.6456,0.5199,0,1453.7,1.2155,-1.8,-1.6,1766.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_157,2.9,76.1,1,76.1,15.6,15.6,2.462,0,1448.235,0.8451,-1.8,-2.1,1223.839,1.0939,0.5199,0,1448.235,1.5846,-1.8,-1.1,2294.938,0.6457,0.5199,0,1448.2,1.2149,-1.8,-1.6,1759.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_158,2.9,76.2,1,76.2,15.7,15.7,2.462,0,1448.235,0.8638,-1.7,-2,1251.043,1.0825,0.5131,0,1448.235,1.5983,-1.7,-1.1,2314.774,0.6374,0.5131,0,1448.2,1.2311,-1.7,-1.5,1782.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_159,2.9,76.3,1,76.3,15.8,15.8,2.463,0,1448.824,0.8977,-1.9,-2.1,1300.679,1.062,0.5199,0,1448.824,1.6226,-1.9,-1.2,2350.841,0.6227,0.5199,0,1448.8,1.2602,-1.9,-1.6,1825.8,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_160,2.9,76.4,1,76.4,15.9,15.9,2.458,0,1450.148,0.8681,-1.8,-2.1,1258.849,1.08,0.5199,0,1450.148,1.603,-1.8,-1.1,2324.598,0.6345,0.5199,0,1450.1,1.2356,-1.8,-1.6,1791.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_161,2.9,76.5,1,76.5,16,16,2.462,0,1452.507,0.8348,-1.9,-2.3,1212.553,1.1001,0.5199,0,1452.507,1.5772,-1.9,-1.2,2290.828,0.6502,0.5199,0,1452.5,1.206,-1.9,-1.7,1751.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_162,2.9,76.6,1,76.6,16.1,16.1,2.465,0,1458.58,0.8347,-1.8,-2.2,1217.496,1.1002,0.513,0,1458.58,1.5759,-1.8,-1.1,2298.596,0.651,0.513,0,1458.6,1.2053,-1.8,-1.6,1758,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_163,2.9,76.7,1,76.7,16.2,16.2,2.466,0,1454.867,0.8833,-1.8,-2,1285.052,1.0707,0.5064,0,1454.867,1.6109,-1.8,-1.1,2343.651,0.6298,0.5064,0,1454.9,1.2471,-1.8,-1.6,1814.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_164,2.9,76.8,1,76.8,16.3,16.3,2.473,0,1458.997,0.876,-1.8,-2.1,1278.133,1.0751,0.513,0,1458.997,1.6029,-1.8,-1.1,2338.625,0.6346,0.513,0,1459,1.2395,-1.8,-1.6,1808.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_165,2.9,76.9,1,76.9,16.4,16.4,2.474,0,1455.294,0.8531,-1.8,-2.1,1241.492,1.089,0.5063,0,1455.294,1.5858,-1.8,-1.1,2307.815,0.645,0.5063,0,1455.3,1.2195,-1.8,-1.6,1774.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_166,2.9,77,1,77,16.5,16.5,2.476,0,1456.471,0.8431,-1.9,-2.3,1227.903,1.0951,0.5064,0,1456.471,1.5777,-1.9,-1.2,2297.905,0.6499,0.5064,0,1456.5,1.2104,-1.9,-1.7,1762.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_167,2.9,77.1,1,77.1,16.6,16.6,2.479,0,1453.959,0.8291,-1.9,-2.3,1205.442,1.1036,0.5063,0,1453.959,1.5663,-1.9,-1.2,2277.392,0.6568,0.5063,0,1454,1.1977,-1.9,-1.8,1741.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_168,2.9,77.2,1,77.2,16.7,16.7,2.483,0,1456.305,0.8725,-1.8,-2.1,1270.637,1.0773,0.5063,0,1456.305,1.5964,-1.8,-1.1,2324.908,0.6385,0.5063,0,1456.3,1.2345,-1.8,-1.6,1797.8,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_169,2.9,77.3,1,77.3,16.8,16.8,2.484,0,1452.632,0.8693,-1.8,-2.1,1262.814,1.0792,0.5063,0,1452.632,1.5937,-1.8,-1.1,2315.125,0.6402,0.5063,0,1452.6,1.2315,-1.8,-1.6,1789,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_170,2.9,77.4,1,77.4,16.9,16.9,2.495,0,1459.065,0.8589,-1.8,-2.1,1253.254,1.0855,0.5063,0,1459.065,1.582,-1.8,-1.1,2308.173,0.6473,0.5063,0,1459.1,1.2205,-1.8,-1.6,1780.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_171,2.9,77.5,1,77.5,17,17,2.482,0,1451.462,0.8513,-1.7,-2,1235.586,1.0901,0.5064,0,1451.462,1.5814,-1.7,-1.1,2295.306,0.6477,0.5064,0,1451.5,1.2164,-1.7,-1.5,1765.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_172,2.9,77.6,1,77.6,17.1,17.1,2.483,0,1447.814,0.8565,-1.9,-2.2,1240.101,1.0869,0.4999,0,1447.814,1.5848,-1.9,-1.2,2294.528,0.6456,0.4999,0,1447.8,1.2207,-1.9,-1.7,1767.3,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_173,2.9,77.7,1,77.7,17.2,17.2,2.493,0,1449.419,0.8624,-1.9,-2.2,1250.037,1.0834,0.4999,0,1449.419,1.5853,-1.9,-1.2,2297.713,0.6453,0.4999,0,1449.4,1.2239,-1.9,-1.7,1773.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_174,2.9,77.8,1,77.8,17.3,17.3,2.495,0,1446.377,0.8806,-1.8,-2,1273.616,1.0724,0.4999,0,1446.377,1.5977,-1.8,-1.1,2310.814,0.6378,0.4999,0,1446.4,1.2392,-1.8,-1.6,1792.2,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_175,2.9,77.9,1,77.9,17.4,17.4,2.499,0,1452.907,0.8632,-1.9,-2.2,1254.113,1.0829,0.4999,0,1452.907,1.5835,-1.9,-1.2,2300.677,0.6464,0.4999,0,1452.9,1.2234,-1.9,-1.7,1777.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_176,2.9,78,1,78,17.5,17.5,2.5,0,1453.488,0.8554,-1.8,-2.1,1243.258,1.0877,0.4999,0,1453.488,1.5774,-1.8,-1.1,2292.781,0.65,0.4999,0,1453.5,1.2164,-1.8,-1.6,1768,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_177,2.9,78.1,1,78.1,17.6,17.6,2.509,0,1454.493,0.8794,-1.8,-2,1279.089,1.0731,0.4999,0,1454.493,1.5915,-1.8,-1.1,2314.783,0.6415,0.4999,0,1454.5,1.2355,-1.8,-1.6,1796.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_178,2.9,78.2,1,78.2,17.7,17.7,2.505,0,1452.174,0.9131,-1.8,-2,1326.045,1.0526,0.4999,0,1452.174,1.6174,-1.8,-1.1,2348.761,0.6258,0.4999,0,1452.2,1.2653,-1.8,-1.5,1837.4,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_179,2.9,78.3,1,78.3,17.8,17.8,2.504,0,1447.399,0.8887,-1.9,-2.1,1286.338,1.0674,0.4999,0,1447.399,1.6001,-1.9,-1.2,2316.027,0.6363,0.4999,0,1447.4,1.2444,-1.9,-1.7,1801.2,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_180,2.9,78.4,1,78.4,17.9,17.9,2.509,0,1450.289,0.8983,-1.8,-2,1302.838,1.0616,0.4999,0,1450.289,1.6052,-1.8,-1.1,2327.971,0.6332,0.4999,0,1450.3,1.2518,-1.8,-1.6,1815.4,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_181,2.9,78.5,1,78.5,18,18,2.51,0,1450.867,0.898,-1.9,-2.1,1302.838,1.0618,0.4936,0,1450.867,1.6045,-1.9,-1.2,2327.971,0.6336,0.4936,0,1450.9,1.2513,-1.9,-1.6,1815.4,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_182,2.9,78.6,1,78.6,18.1,18.1,2.517,0,1446.552,0.886,-1.8,-2,1281.672,1.0691,0.4999,0,1446.552,1.5932,-1.8,-1.1,2304.692,0.6405,0.4999,0,1446.6,1.2396,-1.8,-1.6,1793.2,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_183,2.9,78.7,1,78.7,18.2,18.2,2.516,0,1441.834,0.8835,-1.9,-2.2,1273.921,1.0706,0.4999,0,1441.834,1.5918,-1.9,-1.2,2295.134,0.6413,0.4999,0,1441.8,1.2377,-1.9,-1.7,1784.5,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_184,2.9,78.8,1,78.8,18.3,18.3,2.529,0,1445.143,0.8734,-1.8,-2.1,1262.166,1.0767,0.4936,0,1445.143,1.5796,-1.8,-1.1,2282.694,0.6487,0.4936,0,1445.1,1.2265,-1.8,-1.6,1772.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_185,2.9,78.9,1,78.9,18.4,18.4,2.538,0,1450.286,0.8426,-1.8,-2.1,1221.945,1.0954,0.4999,0,1450.286,1.5538,-1.8,-1.2,2253.476,0.6644,0.4999,0,1450.3,1.1982,-1.8,-1.6,1737.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_186,2.9,79,1,79,18.5,18.5,2.545,0,1450.143,0.9264,-1.8,-1.9,1343.371,1.0446,0.4936,0,1450.143,1.6119,-1.8,-1.1,2337.431,0.6292,0.4936,0,1450.1,1.2692,-1.8,-1.5,1840.4,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_187,2.9,79.1,1,79.1,18.6,18.6,2.543,0,1449.003,0.8482,-1.9,-2.2,1229.102,1.092,0.4936,0,1449.003,1.5561,-1.9,-1.2,2254.794,0.663,0.4936,0,1449,1.2022,-1.9,-1.7,1741.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_188,2.9,79.2,1,79.2,18.7,18.7,2.545,2,1450.143,0.866,-1.8,-2.1,1255.878,1.0812,0.4999,2,1450.143,1.5683,-1.8,-1.1,2274.239,0.6556,0.4999,2,1450.1,1.2172,-1.8,-1.6,1765.1,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_189,2.9,79.3,1,79.3,18.8,18.8,2.546,0,1446.591,0.8317,-1.9,-2.3,1203.118,1.102,0.4999,0,1446.591,1.543,-1.9,-1.2,2232.018,0.6709,0.4999,0,1446.6,1.1874,-1.9,-1.8,1717.6,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_190,2.9,79.4,1,79.4,18.9,18.9,2.519,0,1761.539,0.9024,-1.8,-2,1589.534,1.0592,0.4999,0,1761.539,1.6043,-1.8,-1.1,2826.025,0.6338,0.4999,0,1761.5,1.2534,-1.8,-1.6,2207.8,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_191,2.9,79.5,1,79.5,19,19,2.522,0,1757.492,0.859,-1.8,-2.1,1509.711,1.0854,0.4999,0,1757.492,1.5718,-1.8,-1.1,2762.348,0.6535,0.4999,0,1757.5,1.2154,-1.8,-1.6,2136,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_192,2.9,79.6,1,79.6,19.1,19.1,2.522,0,1751.389,0.8994,-1.7,-1.9,1575.171,1.061,0.4936,0,1751.389,1.601,-1.7,-1.1,2803.997,0.6357,0.4936,0,1751.4,1.2502,-1.7,-1.5,2189.6,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_193,2.9,79.7,1,79.7,19.2,19.2,2.543,0,1765.972,0.8873,-1.8,-2,1566.872,1.0683,0.4936,0,1765.972,1.5844,-1.8,-1.1,2797.997,0.6458,0.4936,0,1766,1.2359,-1.8,-1.6,2182.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_194,2.9,79.8,1,79.8,19.3,19.3,2.418,0,1673.357,0.9125,-1.8,-2,1526.94,1.053,0.4999,0,1673.357,1.6514,-1.8,-1.1,2763.323,0.6052,0.4999,0,1673.4,1.282,-1.8,-1.5,2145.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_195,2.9,79.9,1,79.9,19.4,19.4,2.554,0,1767.474,0.8919,-1.8,-2,1576.351,1.0655,0.4936,0,1767.474,1.5837,-1.8,-1.1,2799.086,0.6463,0.4936,0,1767.5,1.2378,-1.8,-1.6,2187.7,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_196,2.9,80,1,80,19.5,19.5,2.563,0,1767.586,0.8757,-1.7,-1.9,1547.845,1.0753,0.4999,0,1767.586,1.5687,-1.7,-1.1,2772.753,0.6554,0.4999,0,1767.6,1.2222,-1.7,-1.5,2160.3,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_197,2.9,80.1,1,80.1,19.6,19.6,2.601,0,1793.793,0.8831,-1.7,-1.9,1584.171,1.0708,0.4936,0,1793.793,1.5604,-1.7,-1.1,2799.005,0.6604,0.4936,0,1793.8,1.2218,-1.7,-1.5,2191.6,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_198,2.9,80.2,1,80.2,19.7,19.7,2.655,0,1824.743,0.8382,-1.7,-2,1529.46,1.0981,0.4936,0,1824.743,1.5091,-1.7,-1.1,2753.764,0.6914,0.4936,0,1824.7,1.1737,-1.7,-1.6,2141.6,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_199,2.9,80.3,1,80.3,19.8,19.8,2.642,0,1815.808,0.8905,-1.8,-2,1617.005,1.0664,0.4936,0,1815.808,1.5514,-1.8,-1.2,2816.966,0.6658,0.4936,0,1815.8,1.221,-1.8,-1.6,2217,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_200,2.9,80.4,1,80.4,19.9,19.9,2.674,0,1831.507,0.8617,-1.9,-2.2,1578.271,1.0838,0.4936,0,1831.507,1.5197,-1.9,-1.3,2783.405,0.685,0.4936,0,1831.5,1.1907,-1.9,-1.7,2180.8,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_201,2.9,80.5,1,80.5,20,20,2.682,0,1800,0.8547,-1.7,-2,1538.413,1.0881,0.4994,0,1800,1.512,-1.7,-1.1,2721.532,0.6897,0.4994,0,1800,1.1834,-1.7,-1.6,2130,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_202,2.9,80.6,1,80.6,20.1,20.1,2.615,0,1772.881,0.8941,-1.8,-2,1585.187,1.0642,0.493,0,1772.881,1.5634,-1.8,-1.2,2771.65,0.6586,0.493,0,1772.9,1.2288,-1.8,-1.6,2178.4,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_203,2.9,80.7,1,80.7,20.2,20.2,2.587,0,1753.898,0.8456,-1.8,-2.1,1483.096,1.0936,0.4927,0,1753.898,1.5382,-1.8,-1.2,2697.842,0.6738,0.4927,0,1753.9,1.1919,-1.8,-1.6,2090.5,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_204,2.9,80.8,1,80.8,20.3,20.3,2.537,0,1725.851,0.8484,-1.8,-2.1,1464.217,1.0919,0.4927,0,1725.851,1.5584,-1.8,-1.2,2689.636,0.6616,0.4927,0,1725.9,1.2034,-1.8,-1.6,2076.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_205,2.9,80.9,1,80.9,20.4,20.4,2.545,0,1737.201,0.8503,-1.7,-2,1477.197,1.0907,0.4926,0,1737.201,1.5569,-1.7,-1.1,2704.619,0.6625,0.4926,0,1737.2,1.2036,-1.7,-1.5,2090.9,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_206,2.9,81,1,81,20.5,20.5,2.549,0,1739.932,0.9192,-1.7,-1.8,1599.324,1.049,0.4925,0,1739.932,1.6052,-1.7,-1.1,2792.957,0.6332,0.4925,0,1739.9,1.2622,-1.7,-1.5,2196.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_207,2.9,81.1,1,81.1,20.6,20.6,2.528,0,1731.507,0.8954,-1.7,-1.9,1550.317,1.0634,0.4864,0,1731.507,1.5958,-1.7,-1.1,2763.218,0.6389,0.4864,0,1731.5,1.2456,-1.7,-1.5,2156.8,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_208,2.9,81.2,1,81.2,20.7,20.7,2.476,0,1701.718,0.9036,-1.7,-1.9,1537.62,1.0584,0.4924,0,1701.718,1.6217,-1.7,-1,2759.674,0.6232,0.4924,0,1701.7,1.2627,-1.7,-1.5,2148.6,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_209,2.9,81.3,1,81.3,20.8,20.8,2.44,0,1688.582,0.9692,-1.6,-1.7,1636.634,1.0186,0.4923,0,1688.582,1.6834,-1.6,-1,2842.529,0.5858,0.4923,0,1688.6,1.3263,-1.6,-1.3,2239.6,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_210,2.9,81.4,1,81.4,20.9,20.9,2.408,0,1672.222,0.9559,-1.6,-1.7,1598.518,1.0267,0.4923,0,1672.222,1.6869,-1.6,-0.9,2820.856,0.5837,0.4923,0,1672.2,1.3214,-1.6,-1.3,2209.7,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_211,2.9,81.5,1,81.5,21,21,2.482,0,1688.436,0.9756,-1.7,-1.7,1647.233,1.0148,0.4861,0,1688.436,1.6712,-1.7,-1,2821.773,0.5932,0.4861,0,1688.4,1.3234,-1.7,-1.4,2234.5,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_212,2.9,81.6,1,81.6,21.1,21.1,2.58,0,1755.102,0.9157,-1.7,-1.9,1607.139,1.0511,0.4861,0,1755.102,1.5914,-1.7,-1.1,2792.993,0.6416,0.4861,0,1755.1,1.2536,-1.7,-1.5,2200.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_213,2.9,81.7,1,81.7,21.2,21.2,2.687,0,1821.695,0.9346,-1.7,-1.8,1702.528,1.0396,0.486,0,1821.695,1.5676,-1.7,-1.1,2855.723,0.656,0.486,0,1821.7,1.2511,-1.7,-1.5,2279.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_214,2.9,81.8,1,81.8,21.3,21.3,2.693,0,1819.595,0.9167,-1.8,-2,1667.982,1.0505,0.486,0,1819.595,1.5528,-1.8,-1.2,2825.521,0.665,0.486,0,1819.6,1.2348,-1.8,-1.6,2246.8,0.9,0.5
HER14L,HER14L_2A,HER14L-2A_215,2.9,81.9,1,81.9,21.4,21.4,2.688,0,1822.373,0.9455,-1.7,-1.8,1723.08,1.033,0.4859,0,1822.373,1.5751,-1.7,-1.1,2870.362,0.6515,0.4859,0,1822.4,1.2603,-1.7,-1.4,2296.7,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_216,2.9,82,1,82,21.5,21.5,2.618,0,1774.915,0.9458,-1.7,-1.8,1678.716,1.0328,0.4859,0,1774.915,1.5994,-1.7,-1.1,2838.729,0.6368,0.4859,0,1774.9,1.2726,-1.7,-1.4,2258.7,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_217,2.9,82.1,1,82.1,21.6,21.6,2.539,0,1721.356,0.9517,-1.8,-1.9,1638.3,1.0292,0.4859,0,1721.356,1.6323,-1.8,-1.1,2809.807,0.6168,0.4859,0,1721.4,1.292,-1.8,-1.5,2224.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_218,2.9,82.2,1,82.2,21.7,21.7,2.382,0,1609.46,1.0617,-1.8,-1.7,1708.709,0.9626,0.4859,0,1609.46,1.7736,-1.8,-1,2854.577,0.5311,0.4859,0,1609.5,1.4177,-1.8,-1.4,2281.6,0.7,0.5
HER14L,HER14L_2A,HER14L-2A_219,2.9,82.3,1,82.3,21.8,21.8,2.166,0,1458.586,1.0907,-1.7,-1.6,1590.906,0.945,0.4858,0,1458.586,1.8955,-1.7,-0.9,2764.781,0.4573,0.4858,0,1458.6,1.4931,-1.7,-1.2,2177.8,0.7,0.5
HER14L,HER14L_2A,HER14L-2A_220,2.9,82.4,1,82.4,21.9,21.9,2.161,0,1417.049,1.1274,-1.8,-1.6,1597.561,0.9228,0.4858,0,1417.049,1.9244,-1.8,-0.9,2726.979,0.4398,0.4858,0,1417,1.5259,-1.8,-1.3,2162.3,0.7,0.5
HER14L,HER14L_2A,HER14L-2A_221,2.9,82.5,1,82.5,22,22,2.221,0,1466.007,1.0925,-1.7,-1.6,1601.569,0.944,0.4858,0,1466.007,1.8692,-1.7,-0.9,2740.296,0.4732,0.4858,0,1466,1.4809,-1.7,-1.2,2170.9,0.7,0.5
HER14L,HER14L_2A,HER14L-2A_222,2.9,82.6,1,82.6,22.1,22.1,2.426,0,1565.161,0.9839,-1.8,-1.8,1539.976,1.0098,0.4857,0,1565.161,1.6996,-1.8,-1.1,2660.181,0.576,0.4857,0,1565.2,1.3418,-1.8,-1.4,2100.1,0.8,0.5
HER14L,HER14L_2A,HER14L-2A_223,2.9,82.7,1,82.7,22.2,22.2,2.669,0,1727.508,0.8916,-1.8,-2,1540.2,1.0657,0.4857,0,1727.508,1.5429,-1.8,-1.2,2665.372,0.671,0.4857,0,1727.5,1.2173,-1.8,-1.6,2102.8,0.9,0.5
