SITE,SECTION_ID,MSCL_ID,RCT,SB_DEPTH,SECT_NUM,SECT_DEPTH,Field_depth,Strat_depth,CT,PWAmp_SAT,PWVel_SAT,Den1_SAT,MS1_SAT,DCMS1_SAT,Imp_SAT,FP_SAT,RES_SAT,PWAmp_UNSAT,PWVel_UNSAT,Den1_UNSAT,MS1_UNSAT,DCMS1_UNSAT,Imp_UNSAT,FP_UNSAT,RES_UNSAT,PWAmp_SAT_UNSAT,PWVel_SAT_UNSAT,Den1_SAT_UNSAT,MS1_SAT_UNSAT,DCMS1_SAT_UNSAT,Imp_SAT_UNSAT,FP_SAT_UNSAT,RES_SAT_UNSAT
HER14L,HER14L_2B,HER14L_2B_11,2.9,125,2,4.5,41,41,2.831,0,1832.363,0.7163,-1,-1.4,1312.547,1.1719,4.4925,0,1832.363,1.3645,-1,-0.7,2500.27,0.7791,4.4925,0,1832.4,1.0404,-1,-1.1,1906.4,1,4.5
HER14L,HER14L_2B,HER14L_2B_12,2.9,125.1,2,4.6,41.1,41.1,2.841,0,1838.835,0.7584,-1.3,-1.7,1394.651,1.1464,4.0524,0,1838.835,1.3923,-1.3,-0.9,2560.171,0.7623,4.0524,0,1838.8,1.0754,-1.3,-1.3,1977.4,1,4.1
HER14L,HER14L_2B,HER14L_2B_13,2.9,125.2,2,4.7,41.2,41.2,2.841,0,1798.101,0.8001,-1.3,-1.6,1438.629,1.1212,3.6906,0,1798.101,1.4225,-1.3,-0.9,2557.732,0.744,3.6906,0,1798.1,1.1113,-1.3,-1.3,1998.2,0.9,3.7
HER14L,HER14L_2B,HER14L_2B_14,2.9,125.3,2,4.8,41.3,41.3,2.837,0,1778.683,0.8225,-1.4,-1.7,1462.882,1.1076,3.1316,0,1778.683,1.4398,-1.4,-1,2560.933,0.7335,3.1316,0,1778.7,1.1312,-1.4,-1.3,2011.9,0.9,3.1
HER14L,HER14L_2B,HER14L_2B_15,2.9,125.4,2,4.9,41.4,41.4,2.783,0,1755.836,0.8515,-1.5,-1.8,1495.156,1.09,2.9107,0,1755.836,1.4772,-1.5,-1,2593.67,0.7108,2.9107,0,1755.8,1.1644,-1.5,-1.4,2044.4,0.9,2.9
HER14L,HER14L_2B,HER14L_2B_16,2.9,125.5,2,5,41.5,41.5,2.748,0,1739.241,0.9612,-1.7,-1.8,1671.787,1.0235,2.551,0,1739.241,1.5665,-1.7,-1.1,2724.464,0.6567,2.551,0,1739.2,1.2639,-1.7,-1.4,2198.1,0.8,2.6
HER14L,HER14L_2B,HER14L_2B_17,2.9,125.6,2,5.1,41.6,41.6,2.758,0,1756.688,0.869,-1.8,-2.1,1526.616,1.0794,2.2697,0,1756.688,1.4976,-1.8,-1.2,2630.785,0.6984,2.2697,0,1756.7,1.1833,-1.8,-1.6,2078.7,0.9,2.3
HER14L,HER14L_2B,HER14L_2B_18,2.9,125.7,2,5.2,41.7,41.7,2.76,0,1769.231,0.8463,-1.8,-2.1,1497.258,1.0932,2.1514,0,1769.231,1.4806,-1.8,-1.2,2619.51,0.7087,2.1514,0,1769.2,1.1635,-1.8,-1.7,2058.4,0.9,2.2
HER14L,HER14L_2B,HER14L_2B_19,2.9,125.8,2,5.3,41.8,41.8,2.75,0,1768.489,0.9344,-1.9,-2,1652.413,1.0398,2.0444,0,1768.489,1.5468,-1.9,-1.2,2735.475,0.6686,2.0444,0,1768.5,1.2406,-1.9,-1.6,2193.9,0.9,2
HER14L,HER14L_2B,HER14L_2B_20,2.9,125.9,2,5.4,41.9,41.9,2.761,0,1787.055,0.8806,-1.9,-2.2,1573.674,1.0724,1.8597,0,1787.055,1.5049,-1.9,-1.3,2689.382,0.694,1.8597,0,1787.1,1.1928,-1.9,-1.7,2131.5,0.9,1.9
HER14L,HER14L_2B,HER14L_2B_21,2.9,126,2,5.5,42,42,2.846,0,1848.052,0.8788,-1.9,-2.2,1624.135,1.0734,1.779,0,1848.052,1.4775,-1.9,-1.3,2730.53,0.7106,1.779,0,1848.1,1.1782,-1.9,-1.7,2177.3,0.9,1.8
HER14L,HER14L_2B,HER14L_2B_22,2.9,126.1,2,5.6,42.1,42.1,2.726,0,1770.13,0.9221,-1.9,-2.1,1632.304,1.0472,1.6369,0,1770.13,1.5459,-1.9,-1.2,2736.355,0.6692,1.6369,0,1770.1,1.234,-1.9,-1.6,2184.3,0.9,1.6
HER14L,HER14L_2B,HER14L_2B_23,2.9,126.2,2,5.7,42.2,42.2,2.642,0,1710.033,0.961,-1.9,-2,1643.372,1.0236,1.516,0,1710.033,1.6018,-1.9,-1.2,2739.146,0.6353,1.516,0,1710,1.2814,-1.9,-1.6,2191.3,0.8,1.5
HER14L,HER14L_2B,HER14L_2B_24,2.9,126.3,2,5.8,42.3,42.3,2.608,0,1682.581,0.961,-1.8,-1.9,1616.901,1.0237,1.4618,0,1682.581,1.6137,-1.8,-1.1,2715.227,0.628,1.4618,0,1682.6,1.2874,-1.8,-1.5,2166.1,0.8,1.5
HER14L,HER14L_2B,HER14L_2B_25,2.9,126.4,2,5.9,42.4,42.4,2.435,0,1576.052,1.0292,-1.9,-1.8,1622.133,0.9823,1.4113,0,1576.052,1.7284,-1.9,-1.1,2724.014,0.5586,1.4113,0,1576.1,1.3788,-1.9,-1.5,2173.1,0.8,1.4
HER14L,HER14L_2B,HER14L_2B_26,2.9,126.5,2,6,42.5,42.5,2.48,0,1605.178,1.0126,-1.9,-1.9,1625.391,0.9924,1.3201,0,1605.178,1.6985,-1.9,-1.1,2726.337,0.5767,1.3201,0,1605.2,1.3556,-1.9,-1.5,2175.9,0.8,1.3
HER14L,HER14L_2B,HER14L_2B_27,2.9,126.6,2,6.1,42.6,42.6,2.448,0,1579.355,1.0166,-1.9,-1.9,1605.562,0.9899,1.2789,0,1579.355,1.7141,-1.9,-1.1,2707.137,0.5672,1.2789,0,1579.4,1.3654,-1.9,-1.5,2156.3,0.8,1.3
HER14L,HER14L_2B,HER14L_2B_28,2.9,126.7,2,6.2,42.7,42.7,2.29,0,1472.669,1.0867,-1.9,-1.7,1600.399,0.9474,1.2034,0,1472.669,1.8323,-1.9,-1,2698.432,0.4956,1.2034,0,1472.7,1.4595,-1.9,-1.4,2149.4,0.7,1.2
HER14L,HER14L_2B,HER14L_2B_29,2.9,126.8,2,6.3,42.8,42.8,2.316,0,1470.476,1.0169,-1.9,-1.9,1495.351,0.9897,1.1688,0,1470.476,1.7705,-1.9,-1.1,2603.452,0.533,1.1688,0,1470.5,1.3937,-1.9,-1.5,2049.4,0.8,1.2
HER14L,HER14L_2B,HER14L_2B_30,2.9,126.9,2,6.4,42.9,42.9,2.45,0,1545.742,1.0384,-2,-1.9,1605.097,0.9767,1.1364,0,1545.742,1.7288,-2,-1.2,2672.295,0.5583,1.1364,0,1545.7,1.3836,-2,-1.5,2138.7,0.8,1.1
HER14L,HER14L_2B,HER14L_2B_31,2.9,127,2,6.5,43,43,2.447,0,1538.994,1.0428,-1.8,-1.7,1604.837,0.9741,1.1055,0,1538.994,1.7331,-1.8,-1,2667.298,0.5557,1.1055,0,1539,1.388,-1.8,-1.4,2136.1,0.8,1.1
HER14L,HER14L_2B,HER14L_2B_32,2.9,127.1,2,6.6,43.1,43.1,2.557,0,1608.176,0.9742,-1.8,-1.8,1566.747,1.0156,1.0484,0,1608.176,1.6417,-1.8,-1.1,2640.158,0.6111,1.0484,0,1608.2,1.308,-1.8,-1.5,2103.5,0.8,1
HER14L,HER14L_2B,HER14L_2B_33,2.9,127.2,2,6.7,43.2,43.2,2.642,0,1661.636,0.9467,-1.9,-2,1573.062,1.0323,0.9969,0,1661.636,1.5916,-1.9,-1.2,2644.665,0.6415,0.9969,0,1661.6,1.2692,-1.9,-1.6,2108.9,0.8,1
HER14L,HER14L_2B,HER14L_2B_34,2.9,127.3,2,6.8,43.3,43.3,2.46,0,1552.051,1.0106,-1.8,-1.8,1568.527,0.9936,0.9971,0,1552.051,1.705,-1.8,-1.1,2646.229,0.5727,0.9971,0,1552.1,1.3578,-1.8,-1.4,2107.4,0.8,1
HER14L,HER14L_2B,HER14L_2B_35,2.9,127.4,2,6.9,43.4,43.4,2.475,0,1566.456,1.0218,-1.8,-1.8,1600.562,0.9868,0.9503,0,1566.456,1.707,-1.8,-1.1,2673.908,0.5715,0.9503,0,1566.5,1.3644,-1.8,-1.4,2137.2,0.8,1
HER14L,HER14L_2B,HER14L_2B_36,2.9,127.5,2,7,43.5,43.5,2.657,0,1686.984,0.9347,-1.9,-2,1576.896,1.0396,0.9285,0,1686.984,1.5779,-1.9,-1.2,2661.895,0.6498,0.9285,0,1687,1.2563,-1.9,-1.6,2119.4,0.8,0.9
HER14L,HER14L_2B,HER14L_2B_37,2.9,127.6,2,7.1,43.6,43.6,2.746,0,1749.045,0.9026,-2,-2.2,1578.73,1.059,0.9078,0,1749.045,1.5255,-2,-1.3,2668.097,0.6815,0.9078,0,1749,1.2141,-2,-1.8,2123.4,0.9,0.9
HER14L,HER14L_2B,HER14L_2B_38,2.9,127.7,2,7.2,43.7,43.7,2.758,0,1756.688,0.8915,-2.1,-2.4,1566.014,1.0658,0.9078,0,1756.688,1.5136,-2.1,-1.4,2659.008,0.6887,0.9078,0,1756.7,1.2026,-2.1,-1.9,2112.5,0.9,0.9
HER14L,HER14L_2B,HER14L_2B_39,2.9,127.8,2,7.3,43.8,43.8,2.736,0,1742.675,0.9243,-1.9,-2.1,1610.757,1.0459,0.8687,0,1742.675,1.5441,-1.9,-1.2,2690.939,0.6702,0.8687,0,1742.7,1.2342,-1.9,-1.6,2150.8,0.9,0.9
HER14L,HER14L_2B,HER14L_2B_40,2.9,127.9,2,7.4,43.9,43.9,2.489,0,1585.35,1.0009,-1.9,-1.9,1586.705,0.9995,0.8687,0,1585.35,1.6866,-1.9,-1.1,2673.791,0.5839,0.8687,0,1585.4,1.3438,-1.9,-1.5,2130.2,0.8,0.9
HER14L,HER14L_2B,HER14L_2B_41,2.9,128,2,7.5,44,44,2.268,0,1440,1.1117,-1.9,-1.7,1600.833,0.9323,0.8504,0,1440,1.8604,-1.9,-1,2678.97,0.4785,0.8504,0,1440,1.4861,-1.9,-1.4,2139.9,0.7,0.9
HER14L,HER14L_2B,HER14L_2B_42,2.9,128.1,2,7.6,44.1,44.1,2.139,9,1362.421,1.0988,-1.9,-1.7,1497.011,0.9401,0.833,9,1362.421,1.9154,-1.9,-1,2609.512,0.4452,0.833,9,1362.4,1.5071,-1.9,-1.4,2053.3,0.7,0.8
HER14L,HER14L_2B,HER14L_2B_43,2.9,128.2,2,7.7,44.2,44.2,2.193,13,1396.816,1.1359,-1.9,-1.7,1586.705,0.9176,0.833,13,1396.816,1.9142,-1.9,-1,2673.791,0.4459,0.833,13,1396.8,1.5251,-1.9,-1.3,2130.2,0.7,0.8
HER14L,HER14L_2B,HER14L_2B_44,2.9,128.3,2,7.8,44.3,44.3,2.349,0,1500.959,1.0488,-2,-1.9,1574.201,0.9704,0.8162,0,1500.959,1.7787,-2,-1.1,2669.78,0.5281,0.8162,0,1501,1.4138,-2,-1.5,2122,0.7,0.8
HER14L,HER14L_2B,HER14L_2B_45,2.9,128.4,2,7.9,44.4,44.4,2.558,0,1634.505,0.9544,-1.9,-2,1559.899,1.0277,0.8162,0,1634.505,1.6271,-1.9,-1.2,2659.549,0.6199,0.8162,0,1634.5,1.2908,-1.9,-1.6,2109.7,0.8,0.8
HER14L,HER14L_2B,HER14L_2B_46,2.9,128.5,2,8,44.5,44.5,2.811,0,1801.923,0.8614,-1.9,-2.2,1552.2,1.084,0.8001,0,1801.923,1.4756,-1.9,-1.3,2658.978,0.7117,0.8001,0,1801.9,1.1685,-1.9,-1.7,2105.6,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_47,2.9,128.6,2,8.1,44.6,44.6,2.766,0,1778.778,0.8692,-1.9,-2.2,1546.088,1.0793,0.7845,0,1778.778,1.4952,-1.9,-1.3,2659.567,0.6999,0.7845,0,1778.8,1.1822,-1.9,-1.7,2102.8,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_48,2.9,128.7,2,8.2,44.7,44.7,2.752,0,1769.775,0.8835,-2,-2.3,1563.554,1.0706,0.7845,0,1769.775,1.5098,-2,-1.3,2672.086,0.691,0.7845,0,1769.8,1.1967,-2,-1.8,2117.8,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_49,2.9,128.8,2,8.3,44.8,44.8,2.83,0,1819.936,0.8305,-1.9,-2.3,1511.452,1.1027,0.7846,0,1819.936,1.4477,-1.9,-1.3,2634.684,0.7287,0.7846,0,1819.9,1.1391,-1.9,-1.8,2073.1,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_50,2.9,128.9,2,8.4,44.9,44.9,2.783,0,1789.711,0.8683,-2,-2.3,1554.015,1.0798,0.7696,0,1789.711,1.4892,-2,-1.3,2665.251,0.7035,0.7696,0,1789.7,1.1788,-2,-1.8,2109.6,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_51,2.9,129,2,8.5,45,45,2.767,0,1773.718,0.885,-1.9,-2.1,1569.674,1.0697,0.7696,0,1773.718,1.5062,-1.9,-1.3,2671.49,0.6932,0.7696,0,1773.7,1.1956,-1.9,-1.7,2120.6,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_52,2.9,129.1,2,8.6,45.1,45.1,2.749,0,1756.55,0.8621,-2,-2.3,1514.263,1.0836,0.7552,0,1756.55,1.4954,-2,-1.3,2626.815,0.6997,0.7552,0,1756.6,1.1788,-2,-1.8,2070.5,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_53,2.9,129.2,2,8.7,45.2,45.2,2.753,0,1759.106,0.8805,-1.9,-2.2,1548.82,1.0724,0.7552,0,1759.106,1.5074,-1.9,-1.3,2651.615,0.6925,0.7552,0,1759.1,1.194,-1.9,-1.7,2100.2,0.9,0.8
HER14L,HER14L_2B,HER14L_2B_54,2.9,129.3,2,8.8,45.3,45.3,2.832,0,1809.585,0.8455,-2,-2.4,1529.922,1.0937,0.7412,0,1809.585,1.4578,-2,-1.4,2638.063,0.7225,0.7412,0,1809.6,1.1517,-2,-1.9,2084,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_55,2.9,129.4,2,8.9,45.4,45.4,2.864,0,1835.898,0.8498,-2,-2.4,1560.13,1.091,0.7412,0,1835.898,1.4514,-2,-1.4,2664.659,0.7264,0.7412,0,1835.9,1.1506,-2,-1.9,2112.4,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_56,2.9,129.5,2,9,45.5,45.5,2.899,0,1864.309,0.8183,-1.9,-2.3,1525.574,1.1101,0.7412,0,1864.309,1.4187,-1.9,-1.3,2644.838,0.7463,0.7412,0,1864.3,1.1185,-1.9,-1.8,2085.2,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_57,2.9,129.6,2,9.1,45.6,45.6,2.844,0,1828.939,0.8445,-1.9,-2.2,1544.505,1.0943,0.7279,0,1828.939,1.4535,-1.9,-1.3,2658.432,0.7251,0.7279,0,1828.9,1.149,-1.9,-1.8,2101.5,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_58,2.9,129.7,2,9.2,45.7,45.7,2.652,0,1705.466,0.9084,-1.9,-2.1,1549.256,1.0555,0.7279,0,1705.466,1.5608,-1.9,-1.2,2661.839,0.6601,0.7279,0,1705.5,1.2346,-1.9,-1.7,2105.5,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_59,2.9,129.8,2,9.3,45.8,45.8,2.737,0,1765.807,0.9019,-2,-2.2,1592.654,1.0594,0.7279,0,1765.807,1.5279,-2,-1.3,2697.917,0.6801,0.7279,0,1765.8,1.2149,-2,-1.8,2145.3,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_60,2.9,129.9,2,9.4,45.9,45.9,2.749,0,1785.065,0.8594,-2,-2.3,1534.087,1.0852,0.7279,0,1785.065,1.4935,-2,-1.3,2666.039,0.7009,0.7279,0,1785.1,1.1765,-2,-1.8,2100.1,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_61,2.9,130,2,9.5,46,46,2.722,0,1767.533,0.8823,-2,-2.3,1559.549,1.0713,0.7151,0,1767.533,1.5187,-2,-1.3,2684.325,0.6856,0.7151,0,1767.5,1.2005,-2,-1.8,2121.9,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_62,2.9,130.1,2,9.6,46.1,46.1,2.697,0,1751.299,0.8724,-2,-2.3,1527.755,1.0774,0.7281,0,1751.299,1.5197,-2,-1.3,2661.484,0.685,0.7281,0,1751.3,1.1961,-2,-1.8,2094.6,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_63,2.9,130.2,2,9.7,46.2,46.2,2.64,0,1714.286,0.9341,-2,-2.1,1601.376,1.0399,0.7151,0,1714.286,1.5833,-2,-1.3,2714.278,0.6465,0.7151,0,1714.3,1.2587,-2,-1.7,2157.8,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_64,2.9,130.3,2,9.8,46.3,46.3,2.65,0,1726.385,0.8768,-1.9,-2.2,1513.748,1.0746,0.7152,0,1726.385,1.5388,-1.9,-1.2,2656.486,0.6735,0.7152,0,1726.4,1.2078,-1.9,-1.7,2085.1,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_65,2.9,130.4,2,9.9,46.4,46.4,2.678,0,1744.626,0.874,-2,-2.3,1524.807,1.0764,0.7152,0,1744.626,1.5272,-2,-1.3,2664.451,0.6805,0.7152,0,1744.6,1.2006,-2,-1.8,2094.6,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_66,2.9,130.5,2,10,46.5,46.5,2.785,0,1820.262,0.8588,-2,-2.3,1563.315,1.0856,0.7151,0,1820.262,1.4818,-2,-1.3,2697.258,0.708,0.7151,0,1820.3,1.1703,-2,-1.8,2130.3,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_67,2.9,130.6,2,10.1,46.6,46.6,2.828,0,1854.426,0.8554,-2,-2.3,1586.205,1.0877,0.7027,0,1854.426,1.4661,-2,-1.4,2718.843,0.7175,0.7027,0,1854.4,1.1608,-2,-1.9,2152.5,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_68,2.9,130.7,2,10.2,46.7,46.7,2.879,0,1887.869,0.8419,-2,-2.4,1589.445,1.0958,0.7027,0,1887.869,1.4414,-2,-1.4,2721.165,0.7325,0.7027,0,1887.9,1.1417,-2,-1.9,2155.3,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_69,2.9,130.8,2,10.3,46.8,46.8,2.892,0,1896.394,0.8649,-2,-2.3,1640.11,1.0819,0.7027,0,1896.394,1.454,-2,-1.4,2757.387,0.7248,0.7027,0,1896.4,1.1595,-2,-1.8,2198.7,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_70,2.9,130.9,2,10.4,46.9,46.9,2.864,0,1878.033,0.842,-2,-2.4,1581.35,1.0957,0.7027,0,1878.033,1.4459,-2,-1.4,2715.363,0.7298,0.7027,0,1878,1.144,-2,-1.9,2148.4,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_71,2.9,131,2,10.5,47,47,2.726,0,1775.896,0.8937,-1.9,-2.1,1587.154,1.0644,0.7027,0,1775.896,1.5255,-1.9,-1.2,2709.213,0.6815,0.7027,0,1775.9,1.2096,-1.9,-1.7,2148.2,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_72,2.9,131.1,2,10.6,47.1,47.1,2.259,0,1471.662,1.0884,-2,-1.8,1601.721,0.9464,0.6906,0,1471.662,1.848,-2,-1.1,2719.637,0.4861,0.6906,0,1471.7,1.4682,-2,-1.5,2160.7,0.7,0.7
HER14L,HER14L_2B,HER14L_2B_73,2.9,131.2,2,10.7,47.2,47.2,2.204,0,1435.831,1.0953,-2,-1.8,1572.655,0.9422,0.7027,0,1435.831,1.8796,-2,-1.1,2698.825,0.4669,0.7027,0,1435.8,1.4875,-2,-1.4,2135.7,0.7,0.7
HER14L,HER14L_2B,HER14L_2B_74,2.9,131.3,2,10.8,47.3,47.3,2.403,0,1560.39,0.9954,-2,-2,1553.164,1.0028,0.7027,0,1560.39,1.7174,-2,-1.2,2679.743,0.5652,0.7027,0,1560.4,1.3564,-2,-1.6,2116.5,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_75,2.9,131.4,2,10.9,47.4,47.4,2.529,0,1647.557,0.9429,-2.1,-2.2,1553.427,1.0346,0.6907,0,1647.557,1.6297,-2.1,-1.3,2685.029,0.6184,0.6907,0,1647.6,1.2863,-2.1,-1.8,2119.2,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_76,2.9,131.5,2,11,47.5,47.5,2.591,0,1687.948,0.9184,-2,-2.2,1550.234,1.0494,0.7028,0,1687.948,1.5893,-2,-1.3,2682.736,0.6428,0.7028,0,1687.9,1.2539,-2,-1.7,2116.5,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_77,2.9,131.6,2,11.1,47.6,47.6,2.489,0,1621.499,0.9659,-2,-2.1,1566.233,1.0207,0.6907,0,1621.499,1.6616,-2,-1.2,2694.219,0.5991,0.6907,0,1621.5,1.3138,-2,-1.6,2130.2,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_78,2.9,131.7,2,11.2,47.7,47.7,2.327,0,1520.915,0.9717,-2,-2.1,1477.825,1.0172,0.6908,0,1520.915,1.7329,-2,-1.2,2635.667,0.5558,0.6908,0,1520.9,1.3523,-2,-1.6,2056.7,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_79,2.9,131.8,2,11.3,47.8,47.8,2.432,0,1594.754,1.0161,-2.1,-2.1,1620.4,0.9903,0.6908,0,1594.754,1.7202,-2.1,-1.2,2743.315,0.5635,0.6908,0,1594.8,1.3682,-2.1,-1.6,2181.9,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_80,2.9,131.9,2,11.4,47.9,47.9,2.498,0,1638.033,0.9684,-2.1,-2.2,1586.204,1.0192,0.6908,0,1638.033,1.6598,-2.1,-1.3,2718.843,0.6001,0.6908,0,1638,1.3141,-2.1,-1.7,2152.5,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_81,2.9,132,2,11.5,48,48,2.426,0,1601.32,0.9668,-2,-2.1,1548.146,1.0201,0.6908,0,1601.32,1.6873,-2,-1.2,2701.935,0.5834,0.6908,0,1601.3,1.3271,-2,-1.6,2125,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_82,2.9,132.1,2,11.6,48.1,48.1,2.361,0,1563.576,1.034,-2,-1.9,1616.716,0.9794,0.6908,0,1563.576,1.7629,-2,-1.1,2756.42,0.5376,0.6908,0,1563.6,1.3985,-2,-1.5,2186.6,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_83,2.9,132.2,2,11.7,48.2,48.2,2.381,0,1582.06,0.981,-1.9,-1.9,1551.975,1.0115,0.6792,0,1582.06,1.7163,-1.9,-1.1,2715.24,0.5659,0.6792,0,1582.1,1.3487,-1.9,-1.5,2133.6,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_84,2.9,132.3,2,11.8,48.3,48.3,2.576,0,1711.628,0.9603,-2.1,-2.2,1643.593,1.0241,0.6909,0,1711.628,1.6247,-2.1,-1.3,2780.957,0.6214,0.6909,0,1711.6,1.2925,-2.1,-1.7,2212.3,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_85,2.9,132.4,2,11.9,48.4,48.4,2.662,0,1774.667,0.8967,-2.1,-2.3,1591.309,1.0626,0.6909,0,1774.667,1.5489,-2.1,-1.4,2748.854,0.6673,0.6909,0,1774.7,1.2228,-2.1,-1.8,2170.1,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_86,2.9,132.5,2,12,48.5,48.5,2.714,0,1809.333,0.8831,-2,-2.3,1597.858,1.0708,0.6909,0,1809.333,1.5219,-2,-1.3,2753.554,0.6837,0.6909,0,1809.3,1.2025,-2,-1.8,2175.7,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_87,2.9,132.6,2,12.1,48.6,48.6,2.688,0,1792,0.8717,-2,-2.3,1562.006,1.0778,0.6909,0,1792,1.5222,-2,-1.3,2727.788,0.6835,0.6909,0,1792,1.197,-2,-1.8,2144.9,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_88,2.9,132.7,2,12.2,48.7,48.7,2.764,0,1836.545,0.8293,-2,-2.4,1523.08,1.1034,0.6911,0,1836.545,1.4671,-2,-1.4,2694.407,0.7169,0.6911,0,1836.5,1.1482,-2,-1.9,2108.7,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_89,2.9,132.8,2,12.3,48.8,48.8,2.769,0,1839.867,0.8727,-2.1,-2.4,1605.643,1.0772,0.6911,0,1839.867,1.4967,-2.1,-1.4,2753.798,0.6989,0.6911,0,1839.9,1.1847,-2.1,-1.9,2179.7,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_90,2.9,132.9,2,12.4,48.9,48.9,2.769,0,1839.867,0.8532,-2,-2.3,1569.764,1.089,0.6911,0,1839.867,1.4827,-2,-1.3,2728.039,0.7074,0.6911,0,1839.9,1.168,-2,-1.8,2148.9,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_91,2.9,133,2,12.5,49,49,2.767,0,1838.538,0.8742,-1.9,-2.2,1607.284,1.0762,0.6793,0,1838.538,1.4985,-1.9,-1.3,2754.974,0.6979,0.6793,0,1838.5,1.1864,-1.9,-1.7,2181.1,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_92,2.9,133.1,2,12.6,49.1,49.1,2.758,0,1838.667,0.832,-2,-2.4,1529.761,1.1018,0.6793,0,1838.667,1.4709,-2,-1.4,2704.546,0.7146,0.6793,0,1838.7,1.1515,-2,-1.9,2117.2,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_93,2.9,133.2,2,12.7,49.2,49.2,2.778,0,1852,0.846,-2,-2.4,1566.871,1.0933,0.6912,0,1852,1.4748,-2,-1.4,2731.289,0.7123,0.6912,0,1852,1.1604,-2,-1.9,2149.1,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_94,2.9,133.3,2,12.8,49.3,49.3,2.606,0,1748.993,0.915,-1.9,-2.1,1600.343,1.0515,0.6795,0,1748.993,1.5816,-1.9,-1.2,2766.12,0.6475,0.6795,0,1749,1.2483,-1.9,-1.6,2183.2,0.8,0.7
HER14L,HER14L_2B,HER14L_2B_95,2.9,133.4,2,12.9,49.4,49.4,2.603,0,1752.862,0.8908,-1.9,-2.1,1561.457,1.0662,0.6795,0,1752.862,1.5652,-1.9,-1.2,2743.581,0.6575,0.6795,0,1752.9,1.228,-1.9,-1.7,2152.5,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_96,2.9,133.5,2,13,49.5,49.5,2.715,0,1840.678,0.8774,-1.9,-2.2,1614.956,1.0743,0.6795,0,1840.678,1.5174,-1.9,-1.3,2793.057,0.6864,0.6795,0,1840.7,1.1974,-1.9,-1.7,2204,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_97,2.9,133.6,2,13.1,49.6,49.6,2.821,0,1925.597,0.854,-2,-2.3,1644.432,1.0885,0.6795,0,1925.597,1.4673,-2,-1.4,2825.365,0.7168,0.6795,0,1925.6,1.1607,-2,-1.9,2234.9,0.9,0.7
HER14L,HER14L_2B,HER14L_2B_98,2.9,133.7,2,13.2,49.7,49.7,2.999,0,2054.11,0.7643,-2,-2.6,1570.024,1.1428,0.6795,0,2054.11,1.3521,-2,-1.5,2777.455,0.7866,0.6795,0,2054.1,1.0582,-2,-2,2173.7,1,0.7
HER14L,HER14L_2B,HER14L_2B_99,2.9,133.8,2,13.3,49.8,49.8,2.959,0,2026.713,0.769,-2.1,-2.7,1558.514,1.14,0.6795,0,2026.713,1.3663,-2.1,-1.5,2769.142,0.778,0.6795,0,2026.7,1.0677,-2.1,-2.1,2163.8,1,0.7
